structure_number,latitude,longitude,year_built,hwb_class,material,gmpe_model,sa1s_used,replacement_cost_usd,repair_cost_usd,p_none,p_none,p_slight,p_slight,p_moderate,p_moderate,p_extensive,p_extensive,p_complete,p_complete,predicted_ds,obs
53 1940,34.435,-118.5466667,1999.0,HWB5,prestressed_concrete,ASK14,0.43589999178814,16128581.91945,99236.52409847184,0.0,0.9999999999944948,1.0,5.505154132342404e-12,0.0,1.1754201028650132e-17,0.0,1.1057771979084696e-22,0.0,3.629054265660525e-33,none,none
53 1941,34.44333333,-118.5333333,1999.0,HWB5,prestressed_concrete,ASK14,0.407797615093609,14212558.36,51282.06977890485,0.0,0.999999999988341,1.0,1.1659005059734133e-11,0.0,2.981913916955332e-17,0.0,3.212218713736618e-22,0.0,1.3387537247354328e-32,none,none
53 1944,33.99833333,-118.22,1999.0,HWB5,prestressed_concrete,ASK14,0.179782376045811,11684409.6369,0.021875352144152732,1.0,,0.0,,0.0,,0.0,,0.0,,none,none
55 0403,33.855,-118.0183333,1969.0,HWB5,concrete,ASK14,0.133017729635439,7441434.0,1.2289942317242063e-06,1.0,,0.0,,0.0,,0.0,,0.0,,none,none
55 0473,33.86166667,-118.0383333,1969.0,HWB5,prestressed_concrete,ASK14,0.135950970170551,7612605.0,2.6626801671002892e-06,1.0,,0.0,,0.0,,0.0,,0.0,,none,none
,,,,,,ASK14,,,,,1.0,,1.7581685886075752e-21,,2.0432650256719156e-32,,3.534177771534966e-41,,6.2940854779556055e-55,none,
,,,,,,ASK14,,,,,1.0,,6.837595318964343e-37,,2.548835880963397e-43,,5.683217447094438e-49,,9.090054609622489e-61,none,
,,,,,,ASK14,,,,,0.9999999999009161,,9.908346749949153e-11,,4.308143945170869e-16,,6.911705916773496e-21,,5.816226404668372e-31,none,
52 0036,34.4,-118.8266667,1936.0,HWB6,concrete,BSSA14,0.20314147210457,2680177.5,0.000928025070787327,1.0,0.9999999884581644,0.0,1.1541835429697371e-08,0.0,1.9550637901924558e-16,0.0,6.962435745492136e-20,0.0,7.82580881872179e-29,none,none
52 0037,34.41,-118.7866667,1940.0,HWB1,concrete,BSSA14,0.224666950145034,14604208.36875,1.5208806459228984e-05,1.0,0.9999999999653051,0.0,3.468380889832548e-11,0.0,1.1057833881414178e-14,0.0,5.814294160555542e-21,0.0,1.9125157360659446e-26,none,none
52 0046,34.14333333,-118.8483333,1968.0,HWB5,concrete,BSSA14,0.207706335984954,0.0,0.0,1.0,0.9999974956315062,0.0,2.5041589970882027e-06,0.0,2.0946565563605532e-10,0.0,3.110244761310486e-14,0.0,1.3333256249216723e-22,none,none
52 0055,34.28666667,-118.8583333,1916.0,HWB5,concrete,BSSA14,0.20974465454117,509233.725,0.048236607672552424,1.0,0.9999968430133914,0.0,3.1567006002601e-06,0.0,2.859632408103942e-10,0.0,4.509552258679096e-14,0.0,2.150426433159508e-22,none,none
52 0154,34.29333333,-118.8433333,1999.0,HWB5,concrete,BSSA14,0.219904786280294,0.0,0.0,1.0,0.9999906163898482,0.0,9.382359993700225e-06,0.0,1.2498943249423772e-09,0.0,2.637737739887073e-13,0.0,2.1064837881383558e-21,none,none
52 0237,34.17833333,-118.875,1962.0,HWB7,concrete,BSSA14,0.202132996865809,8096027.939999999,3.866377209461878e-11,1.0,0.9999999999999999,0.0,1.5918823550507998e-16,0.0,3.638506899011754e-26,0.0,4.764406422353809e-34,0.0,1.3564382512641322e-46,none,none
52 0268,34.15666667,-118.8216667,1964.0,HWB7,concrete,BSSA14,0.246195157797713,1351350.0,1.4114068867787635e-08,1.0,0.9999999999996518,0.0,3.4814737812597706e-13,0.0,7.850616797038653e-22,0.0,4.8779115439450316e-29,0.0,1.1723284710460294e-40,none,none
52 0273,34.16666667,-118.8366667,1966.0,HWB5,concrete,BSSA14,0.238571431452318,10004267.02275,16.225493178516565,1.0,0.9999459613770812,0.0,5.4024667835089994e-05,0.0,1.3950225248124144e-08,0.0,4.8583726978999936e-12,0.0,9.421575137939568e-20,none,none
52 0274,34.17166667,-118.845,1966.0,HWB4,concrete,BSSA14,0.231403053427109,9172288.125,1.0417116831476206e-17,1.0,1.0,0.0,3.7856377069698094e-23,0.0,3.1191216094858424e-28,0.0,8.74895722528345e-33,0.0,1.7737753808524515e-42,none,none
52 0282,34.27833333,-118.6616667,1968.0,HWB5,concrete,BSSA14,0.453409533343609,9694044.36,78844.15550903401,0.0,0.7457159050840023,1.0,0.24473042092565048,0.0,0.009394566703067498,0.0,0.00015910414803695517,0.0,3.139242741603114e-09,none,none
52 0283,34.26833333,-118.635,1968.0,HWB5,concrete,BSSA14,0.486248092311108,3653185.536000001,45972.18176482989,1.0,0.6222717777190037,0.0,0.3546420270617649,0.0,0.022509953084586268,0.0,0.0005762182674807034,0.0,2.3867164539093514e-08,none,none
52 0299,34.28166667,-118.7083333,1968.0,HWB8,concrete,BSSA14,0.372375254644059,9232423.2,122.2493595441069,0.0,0.9995624810338849,1.0,0.00043524327416788586,0.0,2.264195319289593e-06,0.0,1.1496585138491762e-08,0.0,4.28393277115287e-14,none,none
52 0300,34.28166667,-118.6766667,1968.0,HWB8,prestressed_concrete,BSSA14,0.427346004258917,12608101.506,1602.3837725793107,1.0,0.9958478293561819,0.0,0.004103275659586639,0.0,4.841424840820139e-05,0.0,4.807295090193774e-07,0.0,6.314292572767718e-12,none,moderate
52 0301,34.28166667,-118.6816667,1968.0,HWB5,concrete,BSSA14,0.420003052250011,5544341.302500001,25587.762897889905,0.0,0.8516966264723107,1.0,0.14509898407506447,0.0,0.003170316930685759,0.0,3.407222459973954e-05,0.0,2.973392757716923e-10,none,none
52 0302,34.28166667,-118.69,1968.0,HWB5,concrete,BSSA14,0.405979727055776,11640664.035,40407.264255527414,0.0,0.8875366608531263,1.0,0.11057293079506554,0.0,0.001873962685688005,0.0,1.64455663072888e-05,0.0,9.9812843193997e-11,none,none
52 0303,34.28166667,-118.6983333,1968.0,HWB3,prestressed_concrete,BSSA14,0.382694596031853,9107858.76,3.273880256563989e-08,1.0,0.9999999999998802,0.0,1.197766624670717e-13,0.0,1.5817430352418184e-17,0.0,4.302694364709372e-21,0.0,6.747140785636412e-29,none,none
52 0304,34.23666667,-118.84,1970.0,HWB3,concrete,BSSA14,0.239275026661415,1351350.0,7.980906321664942e-18,1.0,1.0,0.0,1.9685734828361432e-22,0.0,1.9514934951155508e-27,0.0,6.368240620237578e-32,0.0,1.7246623298258897e-41,none,none
52 0305,34.2,-118.855,1970.0,HWB3,concrete,BSSA14,0.233564137861221,1351350.0,2.4333722974816062e-18,1.0,1.0,0.0,6.002185490218165e-23,0.0,5.206245076655788e-28,0.0,1.5230506878492306e-32,0.0,3.346566977938747e-42,none,none
52 0306,34.18166667,-118.86,1970.0,HWB3,concrete,BSSA14,0.224951392478741,1351350.0,3.7275658267259056e-19,1.0,1.0,0.0,9.194498779893117e-24,0.0,6.479026631987714e-29,0.0,1.5990598383767855e-33,0.0,2.5380793829876064e-43,none,none
52 0307,34.17833333,-118.86,1970.0,HWB5,concrete,BSSA14,0.218991849983673,1351350.0,0.3464816943653691,1.0,0.9999914552783977,0.0,8.54362112852466e-06,0.0,1.1002473854983894e-09,0.0,2.2632200799169112e-13,0.0,1.7272913484454005e-21,none,none
52 0308,34.21166667,-118.8466667,1970.0,HWB3,concrete,BSSA14,0.242663748490114,1351350.0,1.5829435917123615e-17,1.0,1.0,0.0,3.904486525524824e-22,0.0,4.183493999914286e-27,0.0,1.45485208198494e-31,0.0,4.44998116133767e-41,none,none
52 0309,34.28166667,-118.7166667,1969.0,HWB5,concrete,BSSA14,0.359980894205401,13424941.53,14166.834481755315,0.0,0.9652221239447428,0.0,0.034542750928486035,1.0,0.000234126619351523,0.0,9.985057528253681e-07,0.0,1.6668115402177125e-12,none,none
52 0310,34.19,-118.86,1970.0,HWB3,concrete,BSSA14,0.229518106245897,1351350.0,1.0212767196263529e-18,1.0,1.0,0.0,2.5190988552653703e-23,0.0,1.9837936066274534e-28,0.0,5.362261307026152e-33,0.0,1.012846535356112e-42,none,none
52 0311,34.22666667,-118.845,1970.0,HWB5,prestressed_concrete,BSSA14,0.246048095271075,13078425.36,39.506987112699164,1.0,0.9998993631665276,0.0,0.00010060347096211712,0.0,3.334847430316529e-08,0.0,1.4035965379853964e-11,0.0,3.8077483123040157e-19,none,none
52 0312,34.24333333,-118.8366667,1970.0,HWB5,concrete,BSSA14,0.23291746841868,1351350.0,1.3306381057886627,1.0,0.9999671891983594,0.0,3.2803826091832267e-05,0.0,6.973452870133253e-09,0.0,2.095888733615456e-12,0.0,3.130601134059942e-20,none,none
52 0313,34.22,-118.8483333,1970.0,HWB3,concrete,BSSA14,0.243127131651332,1351350.0,1.7363916271476714e-17,1.0,1.0,0.0,4.282979945077043e-22,0.0,4.6376787888274945e-27,0.0,1.6267768490618922e-31,0.0,5.058678905595621e-41,none,none
52 0314,34.175,-118.8566667,1970.0,HWB3,prestressed_concrete,BSSA14,0.222069802779902,10522166.655,1.5124452632592186e-18,1.0,1.0,0.0,4.791214734379985e-24,0.0,3.143825264593253e-29,0.0,7.31937276902647e-34,0.0,1.0390637188275602e-43,none,none
52 0315,34.17666667,-118.86,1970.0,HWB3,concrete,BSSA14,0.21633487221619,1351350.0,5.1092591278807105e-20,1.0,1.0,0.0,1.2602660969302259e-24,0.0,7.155124635631507e-30,0.0,1.4797996012410118e-34,0.0,1.6749175766539065e-44,none,none
52 0316,34.17666667,-118.86,1970.0,HWB3,prestressed_concrete,BSSA14,0.219082588993147,12531663.144,9.042616544189985e-19,1.0,1.0,0.0,2.4052326834181012e-24,0.0,1.4643176464277704e-29,0.0,3.2064976472839446e-34,0.0,4.0483573771240403e-44,none,none
52 0317,34.17666667,-118.86,1970.0,HWB1,steel,BSSA14,0.217350911143204,1726725.0,5.8824967650558e-07,1.0,0.9999999999886492,0.0,1.1347741276416121e-11,0.0,3.0174124406181007e-15,0.0,1.2052029862098891e-21,0.0,3.2261602020906694e-27,none,none
52 0318,34.205,-118.8483333,1970.0,HWB5,prestressed_concrete,BSSA14,0.24125912836706,9532464.942000002,19.427231079272946,1.0,0.9999320984721145,0.0,6.788232728298462e-05,0.0,1.9193442112583246e-08,0.0,7.1603534074195175e-12,0.0,1.5685757871464013e-19,none,none
52 0319,34.26666667,-118.85,1970.0,HWB5,concrete,BSSA14,0.222286382442077,1351350.0,0.48399450493425505,1.0,0.9999880643523089,0.0,1.19339118002163e-05,0.0,1.7354995186315155e-09,0.0,3.9135862990134187e-13,0.0,3.514576560349898e-21,none,none
52 0320,34.28166667,-118.75,1970.0,HWB3,concrete,BSSA14,0.31057774075852,1351350.0,1.181670631780221e-12,1.0,1.0,0.0,2.914465196520808e-17,0.0,1.2193832911861414e-21,0.0,1.293398720626935e-25,0.0,3.342282046674045e-34,none,none
52 0321,34.28166667,-118.7266667,1969.0,HWB5,concrete,BSSA14,0.341209600129356,1351350.0,761.5869077573535,0.0,0.9813544565876986,1.0,0.018562243555828847,0.0,8.304350387015367e-05,0.0,2.56352362052021e-07,0.0,2.403262473393091e-13,none,none
52 0322,34.28166667,-118.73,1969.0,HWB5,concrete,BSSA14,0.339691210237215,1351350.0,720.805097989298,0.0,0.9823483661275103,1.0,0.01757546393704979,0.0,7.594174244698438e-05,0.0,2.281927890129607e-07,0.0,2.038807000520091e-13,none,none
52 0323,34.28166667,-118.735,1969.0,HWB5,concrete,BSSA14,0.334721167908223,1351350.0,599.0773969742634,0.0,0.9853177542838685,1.0,0.014625765169676667,0.0,5.632573361069004e-05,0.0,1.5481272613221066e-07,0.0,1.1798371920796134e-13,none,none
52 0324,34.28166667,-118.6716667,1968.0,HWB5,prestressed_concrete,BSSA14,0.439597170310093,4791987.2,31370.782466645644,0.0,0.792679489947715,1.0,0.20107772383058012,0.0,0.006156007115608321,0.0,8.677787428790423e-05,0.0,1.23180866754276e-09,none,none
52 0325,34.18333333,-118.89,1968.0,HWB5,prestressed_concrete,BSSA14,0.204004256469096,14297643.36,0.6971259025796273,1.0,0.9999983749257496,0.0,1.6249568846398624e-06,0.0,1.1735017425651026e-10,0.0,1.5595779635752508e-14,0.0,5.494891394966273e-23,none,none
52 0326,34.28166667,-118.76,1970.0,HWB5,concrete,BSSA14,0.306131286112392,1351350.0,176.212533637346,0.0,0.9956672637829799,1.0,0.0043244746866540505,0.0,8.248340617451273e-06,0.0,1.3189744774195112e-08,0.0,3.830183888908255e-15,none,none
52 0327,34.28166667,-118.7433333,1969.0,HWB5,concrete,BSSA14,0.317619843098649,1351350.0,298.3504303578128,0.0,0.9926720395901942,1.0,0.007309272704688799,0.0,1.8650401104069317e-05,0.0,3.7303996782777696e-08,0.0,1.6135530015079033e-14,none,none
52 0329,34.28166667,-118.7783333,1970.0,HWB5,prestressed_concrete,BSSA14,0.285645965032079,13350231.895,594.9630380273973,1.0,0.9985172025047406,0.0,0.001481166889117251,0.0,1.6288978362020995e-06,0.0,1.708305670753413e-09,0.0,2.3428771127493035e-16,none,none
52 0330,34.28166667,-118.8633333,1993.0,HWB6,concrete,BSSA14,0.209516190898001,1554052.5,0.001294288380946563,1.0,0.9999999722384255,0.0,2.7761573794333254e-08,0.0,6.922702576495092e-16,0.0,2.8332270619968517e-19,0.0,4.342837293448087e-28,none,none
52 0331,34.28666667,-118.865,1993.0,HWB2,steel,BSSA14,0.205312392776086,1985733.75,6.739912949821765e-15,1.0,1.0,0.0,1.1313891615368902e-19,0.0,1.4149140531013384e-28,0.0,1.2297282380812182e-33,0.0,4.145241752467198e-46,none,none
52 0332,34.29333333,-118.8416667,1993.0,HWB6,prestressed_concrete,BSSA14,0.222166830912165,11038823.420625,0.045610031790107086,1.0,0.9999998622738853,0.0,1.3772610760688253e-07,0.0,7.146513515074619e-15,0.0,3.807584475024383e-18,0.0,1.0511446918775033e-26,none,none
52 0334,34.29166667,-118.8583333,1993.0,HWB4,concrete,BSSA14,0.204897367751398,1554052.5,3.479041166930179e-21,1.0,1.0,0.0,7.462215008526664e-26,0.0,3.1368066454512532e-31,0.0,5.0731594758986826e-36,0.0,3.587541708166048e-46,none,none
52 0339,34.14666667,-118.8416667,1968.0,HWB5,concrete,BSSA14,0.21635151542579,4535427.897,0.882883464277835,1.0,0.9999935124702063,0.0,6.486772887731187e-06,0.0,7.567615090527315e-10,0.0,1.4446397879496588e-13,0.0,9.660206705754e-22,none,none
52 0341,34.27833333,-118.8716667,1970.0,HWB3,prestressed_concrete,BSSA14,0.203234420829038,5632126.500000003,8.19892532941888e-21,1.0,1.0,0.0,4.8524226582613866e-26,0.0,1.9498030914940873e-31,0.0,3.0391833505010096e-36,0.0,2.0027443531721115e-46,none,none
52 0343,34.28166667,-118.7,1968.0,HWB5,concrete,BSSA14,0.387348809832253,0.0,0.0,0.0,0.9262501321989114,0.0,0.07287815657338485,1.0,0.0008659743013144574,0.0,5.7369053428200916e-06,0.0,2.1046506958620423e-11,none,none
52 0346,34.28166667,-118.77,1970.0,HWB3,concrete,BSSA14,0.296623480505917,1351350.0,1.6374423390811333e-13,1.0,1.0,0.0,4.038678682241006e-18,0.0,1.311371261225776e-22,0.0,1.130215255782109e-26,0.0,1.9629782973438027e-35,none,none
52 0349,34.15333333,-118.8166667,1973.0,HWB5,prestressed_concrete,BSSA14,0.246923258796962,9510861.360000003,30.816864798100266,1.0,0.9998920556013136,0.0,0.0001079075715673581,0.0,3.681128445511178e-08,0.0,1.5834577785431095e-11,0.0,4.464801728706639e-19,none,none
52 0354,34.28333333,-118.7883333,1976.0,HWB6,concrete,BSSA14,0.277534588285032,1486485.0,1.2600303578315624,1.0,0.9999717447846567,0.0,2.825519198734409e-05,0.0,2.33222335433257e-11,0.0,3.3744893623211266e-14,0.0,8.659868554152321e-22,none,none
52 0355,34.28666667,-118.795,1976.0,HWB6,concrete,BSSA14,0.267742471431146,1486485.0,0.5782236879907193,1.0,0.9999870337703741,0.0,1.2966222757473357e-05,0.0,6.859987384189495e-12,0.0,8.449376660137486e-15,0.0,1.5135793108956532e-22,none,none
52 0368,34.26333333,-118.8466667,1970.0,HWB7,concrete,BSSA14,0.225290713184114,0.0,0.0,1.0,0.9999999999999877,0.0,1.2313321317162188e-14,0.0,9.919956852204214e-24,0.0,3.0596599563193143e-31,0.0,2.8166528051451148e-43,none,none
52 0387,34.29,-118.7983333,1974.0,HWB5,prestressed_concrete,BSSA14,0.252876255406662,4695090.4,24.164217179306817,1.0,0.9998285617281972,0.0,0.00017136737434225442,0.0,7.086218468900927e-08,0.0,3.527585369054327e-11,0.0,1.2887273607340701e-18,none,none
52 0401,34.16166667,-118.8283333,1973.0,HWB5,concrete,BSSA14,0.241574722678129,2330853.525,4.877657293057792,1.0,0.999930278298596,0.0,6.970177633853797e-05,0.0,1.991757502608692e-08,0.0,7.490367546942145e-12,0.0,1.6643738132575086e-19,none,none
52 0411,34.18,-118.8833333,1982.0,HWB6,concrete,BSSA14,0.201810095014491,1486485.0,0.00042573443259868413,1.0,0.9999999904532185,0.0,9.546781274144479e-09,0.0,1.4893061052303024e-16,0.0,5.149040856461779e-20,0.0,5.417746863766625e-29,none,none
52 0412,34.18,-118.885,1982.0,HWB6,concrete,BSSA14,0.202238146628668,1486485.0,0.000452632806925577,1.0,0.9999999898500423,0.0,1.0149957507555487e-08,0.0,1.6259773311311565e-16,0.0,5.675447938460746e-20,0.0,6.100041740153193e-29,none,none
52 0416,34.17833333,-118.86,1970.0,HWB5,concrete,BSSA14,0.218517711842663,1351350.0,0.3299264549218167,1.0,0.9999918635230893,0.0,8.135447351724018e-06,0.0,1.0293500411920172e-09,0.0,2.0893179077590846e-13,0.0,1.557347486454933e-21,none,none
52 0417,34.17833333,-118.86,1970.0,HWB5,concrete,BSSA14,0.219747893845863,1351350.0,0.3744468055376981,1.0,0.9999907656762496,0.0,9.233100610589876e-06,0.0,1.222882944891796e-09,0.0,2.569420804703471e-13,0.0,2.036030279597318e-21,none,none
52 0004,34.41333333,-118.7866667,1985.0,HWB6,concrete,BSSA14,0.222546825535991,1486485.0,0.00642733045266176,1.0,0.9999998558718525,0.0,1.4412813993179086e-07,0.0,7.640021198436268e-15,0.0,4.101923667646341e-18,0.0,1.15198411571715e-26,none,none
52 0029,34.265,-118.6683333,1962.0,HWB3,prestressed_concrete,BSSA14,0.419651957393085,3831828.0,3.858839113425668e-07,1.0,0.9999999999966444,0.0,3.3548680080998417e-12,0.0,7.349826604675235e-16,0.0,3.028103129843327e-19,0.0,1.0516147853249503e-26,none,none
52 0047,34.12666667,-118.8733333,1932.0,HWB5,concrete,BSSA14,0.184483692068266,1351350.0,0.0050802655049838295,1.0,0.9999998746932782,0.0,1.2530275113747704e-07,0.0,3.970350894138298e-12,0.0,2.835696980171014e-16,0.0,3.3327998995991826e-25,none,none
52 0082,34.27166667,-118.6983333,1965.0,HWB7,prestressed_concrete,BSSA14,0.377006728107154,1351350.0,0.00898056266207111,1.0,0.9999997784793467,0.0,2.2152058490168035e-07,0.0,6.835593516197392e-14,0.0,1.2165662685551167e-19,0.0,2.9127928278329233e-29,none,none
52 0085,34.27166667,-118.7383333,1911.0,HWB3,concrete,BSSA14,0.335849002030819,450269.82,1.0087234008908456e-11,1.0,0.9999999999999992,0.0,7.466265155140513e-16,0.0,4.807088443357262e-20,0.0,7.25785064921068e-24,0.0,3.686670550115587e-32,none,none
52 0105,34.27333333,-118.7983333,1967.0,HWB3,prestressed_concrete,BSSA14,0.269261360092732,3751491.744,5.977286552282149e-15,1.0,1.0,0.0,5.310761284228202e-20,0.0,1.0108174886259147e-24,0.0,5.625922614508169e-29,0.0,4.2316780463531604e-38,none,none
52 0115,34.27833333,-118.7016667,1962.0,HWB4,concrete,BSSA14,0.386952231472228,665598.4335,3.6087280703453348e-09,1.0,0.9999999999998194,0.0,1.8065832191360541e-13,0.0,2.5352789941451503e-17,0.0,7.248999187271617e-21,0.0,1.2505884522489128e-28,none,none
52 0117,34.26,-118.7466667,1962.0,HWB7,concrete,BSSA14,0.318467087030363,0.0,0.0,1.0,0.9999999981059234,0.0,1.8940764380453623e-09,0.0,8.38282291578881e-17,0.0,3.9596633336320723e-23,0.0,1.5353994105497392e-33,none,none
52 0118,34.26333333,-118.735,1968.0,HWB10,steel,BSSA14,0.328976498911871,26983474.0175,1.2486239788882964e-05,1.0,0.9999999999845754,0.0,1.5424546035149852e-11,0.0,2.1644842065801042e-18,0.0,1.9608112128370912e-22,0.0,1.5559407158172665e-29,none,none
52 0119,34.28666667,-118.6966667,1935.0,HWB7,concrete,BSSA14,0.390589598226654,1351350.0,0.02233717582492126,1.0,0.999999449016204,0.0,5.50983540863917e-07,0.0,2.551737621121026e-13,0.0,5.995834003288469e-19,0.0,2.1023843876630044e-28,none,none
52 0120,34.28666667,-118.7233333,1979.0,HWB4,concrete,BSSA14,0.347631716518047,1486485.0,1.3260162493694972e-10,1.0,0.999999999999997,0.0,2.972876490067654e-15,0.0,2.3142250719829237e-19,0.0,4.082100739039666e-23,0.0,2.7927861371857893e-31,none,none
52 0122,34.27666667,-118.8733333,1952.0,HWB5,concrete,BSSA14,0.200918505204821,1351350.0,0.045392258593175076,1.0,0.999998880442189,0.0,1.1194864280203107e-06,0.0,7.137437531954183e-11,0.0,8.63447837635435e-15,0.0,2.5761719682230288e-23,none,none
52 0123,34.265,-118.7466667,1966.0,HWB5,concrete,BSSA14,0.325545261250629,1351350.0,417.17746230883677,0.0,0.9897628357893189,1.0,0.010205479756070742,0.0,3.1611032621380816e-05,0.0,7.342194755416297e-08,0.0,4.144873338988092e-14,none,none
52 0124,34.25666667,-118.76,1965.0,HWB7,concrete,BSSA14,0.295105287252231,1351350.0,7.127253720145222e-06,1.0,0.9999999998241942,0.0,1.7580575895925202e-10,0.0,3.2287840236186837e-18,0.0,8.37140903535111e-25,0.0,1.4258654791439278e-35,none,none
52 0125,34.26666667,-118.76,1999.0,HWB10,steel,BSSA14,0.308074105907912,1985733.75,9.39424896473533e-08,1.0,0.999999999998423,0.0,1.576956484207228e-12,0.0,1.1491012726022957e-19,0.0,7.515266157656866e-24,0.0,3.600110072012046e-31,none,none
52 0141,34.18,-118.875,1939.0,HWB5,concrete,BSSA14,0.206943069936489,1351350.0,0.0929977413999548,1.0,0.9999977063638803,0.0,2.293449934391043e-06,0.0,1.8615834107179566e-10,0.0,2.7021387444181374e-14,0.0,1.1127874742647114e-22,none,none
52 0148,34.27333333,-118.7783333,1971.0,HWB5,concrete,BSSA14,0.28810234033231,1351350.0,69.18377574594233,0.0,0.9982968199047175,1.0,0.0017011747729907725,0.0,2.0031089108498483e-06,0.0,2.213380473339715e-09,0.0,3.3308088437042684e-16,none,none
52 0150,34.28166667,-118.795,1981.0,HWB6,concrete,BSSA14,0.271741244370693,1486485.0,0.8004482927163797,1.0,0.9999820505546152,0.0,1.7949433958796043e-05,0.0,1.1411039050213585e-11,0.0,1.502088671235959e-14,0.0,3.1211871198096297e-22,none,none
52 0169,34.17,-118.7683333,1975.0,HWB16,steel,BSSA14,0.30451128909066,1899397.5,1.026598974130862e-14,1.0,1.0,0.0,0.0,0.0,6.754779947283251e-20,0.0,4.1697960026377196e-24,0.0,1.8265688592326929e-31,none,none
52 0171,34.26166667,-118.66,1974.0,HWB7,concrete,BSSA14,0.438468821667304,0.0,0.0,1.0,0.9999912393104011,0.0,8.760674371866325e-06,0.0,1.5226974374806143e-11,0.0,8.856697078782616e-17,0.0,1.079015032884068e-25,none,none
52 0172,34.24166667,-118.9,1972.0,HWB5,concrete,BSSA14,0.191986171306395,0.0,0.0,1.0,0.9999996437605359,0.0,3.5622381101247055e-07,0.0,1.5651677591936593e-11,0.0,1.4300381543269188e-15,0.0,2.5973932852373233e-24,none,none
52 0175,34.39666667,-118.795,1974.0,HWB5,concrete,BSSA14,0.222850950529978,1351350.0,0.5119995216481155,1.0,0.9999873737926384,0.0,1.2624332740269135e-05,0.0,1.874192136074178e-09,0.0,4.2928266575722433e-13,0.0,3.963174169825929e-21,none,none
52 0204,34.27833333,-118.795,1979.0,HWB4,concrete,BSSA14,0.270158350821794,2636033.4,4.892829459555762e-15,1.0,1.0,0.0,6.18679121750306e-20,0.0,1.1993799497839129e-24,0.0,6.776513353335461e-29,0.0,5.245869700582036e-38,none,none
52 0206,34.27166667,-118.78,1956.0,HWB5,concrete,BSSA14,0.287050608456041,0.0,0.0,0.0,0.998394362092773,1.0,0.0016038017582354043,0.0,1.8341669873656797e-06,0.0,1.982003976599271e-09,0.0,2.8667001557489563e-16,none,none
52 0225,34.25666667,-118.7433333,1962.0,HWB7,concrete,BSSA14,0.320428326284737,1351350.0,9.242746390808636e-05,1.0,0.9999999977201205,0.0,2.279879434126098e-09,0.0,1.0830724053359339e-16,0.0,5.369184367791568e-23,0.0,2.224614132810213e-33,none,none
52 0226,34.29666667,-118.72,1979.0,HWB4,concrete,BSSA14,0.348716844507693,16469609.6565,1.6622011078409414e-09,1.0,0.9999999999999967,0.0,3.3634676252468774e-15,0.0,2.6635820285664766e-19,0.0,4.764844308727176e-23,0.0,3.3488077885636374e-31,none,none
52 0227,34.29333333,-118.72,1979.0,HWB4,prestressed_concrete,BSSA14,0.348522056318051,7047040.000000001,6.956698950352877e-10,1.0,0.9999999999999967,0.0,3.289907940237754e-15,0.0,2.59732896737311e-19,0.0,4.63463149051881e-23,0.0,3.241614887084691e-31,none,none
52 0228,34.29,-118.7216667,1979.0,HWB4,concrete,BSSA14,0.3497692234239,4776968.196,5.43111110809102e-10,1.0,0.9999999999999962,0.0,3.78897546613794e-15,0.0,3.050727548224662e-19,0.0,5.53207479969389e-23,0.0,3.990519304176451e-31,none,none
52 0229,34.28,-118.73,1965.0,HWB7,concrete,BSSA14,0.339037565600952,4997562.57,0.0018006384575025788,1.0,0.9999999879898906,0.0,1.2010108228250234e-08,0.0,1.0935504684909262e-15,0.0,8.4518211358040905e-22,0.0,6.440155464710757e-32,none,none
52 0231,34.28333333,-118.6983333,1946.0,HWB3,concrete,BSSA14,0.384811056510408,1351350.0,5.96422607620741e-09,1.0,0.9999999999998529,0.0,1.4706429423034168e-13,0.0,2.001859234568195e-17,0.0,5.5825087863613475e-21,0.0,9.180677677485212e-29,none,none
52 0232,34.275,-118.665,1965.0,HWB7,concrete,BSSA14,0.450413671754283,1351350.0,0.6452357279329571,1.0,0.9999840842321017,0.0,1.5915730315240587e-05,0.0,3.75827580037938e-11,0.0,2.697858836238513e-16,0.0,4.389405645921491e-25,none,none
52 0233,34.26833333,-118.6783333,1965.0,HWB5,concrete,BSSA14,0.414173926651245,1351350.0,5561.227245742154,0.0,0.8672783710159699,1.0,0.13013448940028582,0.0,0.0025618084915930684,0.0,2.5330901767693957e-05,0.0,1.9038352785328102e-10,none,none
52 0234,34.26833333,-118.6816667,1965.0,HWB5,prestressed_concrete,BSSA14,0.401058962500359,3884530.65,12108.467465709999,0.0,0.8987578110733723,1.0,0.09968827587657199,0.0,0.001541337455099291,0.0,1.257552797448707e-05,0.0,6.69820206700102e-11,none,none
52 0235,34.26666667,-118.7166667,1982.0,HWB4,concrete,BSSA14,0.344913982566209,1486485.0,9.706846688889224e-11,1.0,0.9999999999999978,0.0,2.1762561221005677e-15,0.0,1.6224662174632283e-19,0.0,2.762358180521312e-23,0.0,1.766038181985305e-31,none,none
52 0236,34.29166667,-118.72,1979.0,HWB4,concrete,BSSA14,0.347927378083378,1486485.0,1.3714601793262924e-10,1.0,0.9999999999999969,0.0,3.0747570048196207e-15,0.0,2.4047601702921e-19,0.0,4.258092370466231e-23,0.0,2.934655655820567e-31,none,none
