structure_number,latitude,longitude,year_built,hwb_class,material,gmpe_model,sa1s_used,replacement_cost_usd,repair_cost_usd,p_none,p_none,p_slight,p_slight,p_moderate,p_moderate,p_extensive,p_extensive,p_complete,p_complete,predicted_ds,obs
53 0560,33.81333333,-118.1366667,1958.0,HWB5,concrete,CB14,0.193614950619912,0.0,0.0,1.0,0.9999995576499621,0.0,4.4232920816817416e-07,0.0,2.0827777399896642e-11,0.0,2.004866499990955e-15,0.0,3.993257561065944e-24,none,none
53 0562,34.10333333,-118.25,1961.0,HWB5,concrete,CB14,0.333658670998359,1351350.0,575.2842104188677,1.0,0.9858986417895331,0.0,0.014048442082181912,0.0,5.277384232112695e-05,0.0,1.4228585910641696e-07,0.0,1.0477947235938066e-13,none,none
53 0567,34.1,-118.2483333,1961.0,HWB1,steel,CB14,0.326297874336929,1726725.0,0.0838412327610558,1.0,0.999998388036796,0.0,1.6080401175510776e-06,0.0,3.923041223062213e-09,0.0,4.524316187177978e-14,0.0,1.5105074009050237e-18,none,none
53 0570,34.1,-118.2483333,1961.0,HWB5,concrete,CB14,0.325144685145482,1351350.0,410.38101291423993,1.0,0.9899291111147396,0.0,0.010040018568361264,0.0,3.0799312155867494e-05,0.0,7.100470371547384e-08,0.0,3.9554582154804734e-14,none,none
53 0571,34.07166667,-118.075,1953.0,HWB15,steel,CB14,0.230731594666048,1726725.0,3.335372937970383e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.726471596587061e-22,0.0,1.2200080773952588e-30,none,none
53 0577,34.10333333,-118.2466667,1961.0,HWB5,concrete,CB14,0.329774752527276,0.0,0.0,1.0,0.9878703737873192,0.0,0.012088090094079889,0.0,4.143205691314415e-05,0.0,1.0406162021683349e-07,0.0,6.75328023541532e-14,none,none
53 0579,34.185,-118.1783333,1974.0,HWB5,concrete,CB14,0.240069865426832,36461098.674,67.21102831184743,1.0,0.9999385824215731,0.0,6.140089254809212e-05,0.0,1.667984220787022e-08,0.0,6.036680898929921e-12,0.0,1.253196918097354e-19,none,none
53 0580,33.82166667,-118.1366667,1941.0,HWB3,concrete,CB14,0.19884791118849,0.0,0.0,1.0,1.0,0.0,1.5204661614807065e-26,0.0,5.414466145955726e-32,0.0,7.645596670617005e-37,0.0,4.1706914882055575e-47,none,none
53 0582,34.04833333,-118.22,1947.0,HWB5,concrete,CB14,0.245473798375033,6965040.33225,20.08771771748713,1.0,0.9999039162438822,0.0,9.60524992433956e-05,0.0,3.12439113590922e-08,0.0,1.2963000074702611e-11,0.0,3.4284185049276302e-19,none,none
53 0583,34.04333333,-118.22,1947.0,HWB5,concrete,CB14,0.242536853909122,4860715.859999999,11.021144082027634,1.0,0.9999244575013494,0.0,7.552020421127266e-05,0.0,2.2285851309178514e-08,0.0,8.587993081691833e-12,0.0,1.9925963681542656e-19,none,none
53 0592,34.065,-118.245,1948.0,HWB5,concrete,CB14,0.298433689044285,2947564.62,262.32333629223325,1.0,0.997041165644494,0.0,0.002954223684093218,0.0,4.6043654876754395e-06,0.0,6.305923753004278e-09,0.0,1.3899831492196298e-15,none,none
53 0593,33.91833333,-118.08,1954.0,HWB5,concrete,CB14,0.195289359529181,7187898.217499999,0.11873871357879147,1.0,0.9999994494045982,0.0,5.50567580361714e-07,0.0,2.781866611719692e-11,0.0,2.8240166792421893e-15,0.0,6.179151651796343e-24,none,none
53 0594,33.91166667,-118.0716667,1954.0,HWB5,concrete,CB14,0.195599922759671,6541524.990000001,0.11249360935871791,1.0,0.9999994268206617,0.0,5.731499963101139e-07,0.0,2.933896064029773e-11,0.0,3.0077088236453554e-15,0.0,6.696216739184262e-24,none,none
53 0595,34.03666667,-118.22,1932.0,HWB15,steel,CB14,0.235774785723208,106782987.8115,5.811230193565665e-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.176837441094992e-21,0.0,4.2201554425474114e-30,none,none
53 0596,34.03333333,-118.22,1948.0,HWB5,concrete,CB14,0.238162780799295,7890757.875000001,12.354853559535837,1.0,0.9999478309282116,0.0,5.215578536315908e-05,0.0,1.328184808575238e-08,0.0,4.5771574277549904e-12,0.0,8.712171227746057e-20,none,none
53 0597,34.03166667,-118.2183333,1947.0,HWB7,concrete,CB14,0.237710184100837,24844040.0208,7.087326513499092e-08,1.0,0.9999999999999049,0.0,9.5090901468893e-14,0.0,1.4277924948337286e-22,0.0,6.726614149825701e-30,0.0,1.1063900203271277e-41,none,none
53 0598,34.03166667,-118.2166667,1948.0,HWB15,concrete,CB14,0.236436342267691,7567650.09,4.7060239303474774e-15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.487442647005635e-21,0.0,4.9522597941939235e-30,none,none
53 0599,34.03166667,-118.215,1948.0,HWB10,concrete,CB14,0.235005821552849,14034083.2632,1.785134778961568e-11,1.0,1.0,0.0,4.23999849127916e-17,0.0,2.0563078404318913e-25,0.0,3.5012375291781896e-30,0.0,2.0874619025089156e-38,none,none
53 0600,34.02833333,-118.2116667,1948.0,HWB15,concrete,CB14,0.245275605571987,5991345.359999999,2.1000586204429114e-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4020614540249454e-20,0.0,3.9542218650233543e-29,none,none
53 0601,34.02666667,-118.2083333,1948.0,HWB5,concrete,CB14,0.251428687504524,8472423.959999999,39.05176031992512,1.0,0.9998464585892528,0.0,0.0001534807892309921,0.0,6.059239575667729e-08,0.0,2.912047730909751e-11,0.0,9.994914237069963e-19,none,none
53 0602,34.025,-118.2016667,1947.0,HWB28,concrete,CB14,0.257209478525676,5593372.785,1.0590256852101947e-15,1.0,1.0,0.0,6.31094440718389e-21,0.0,9.327660172365432e-26,0.0,4.220737907750004e-30,0.0,2.1363902607875296e-39,none,none
53 0603,34.02333333,-118.1966667,1948.0,HWB3,concrete,CB14,0.25648332297274,3462023.565,5.737340729658722e-16,1.0,1.0,0.0,5.523858107938759e-21,0.0,8.037812102949185e-26,0.0,3.590887253346799e-30,0.0,1.7736650452776536e-39,none,none
53 0604,34.02,-118.1916667,1948.0,HWB5,concrete,CB14,0.253391544336902,8036748.720000001,43.004249785972256,1.0,0.9998217600604187,0.0,0.00017816500873071536,0.0,7.48931001013588e-08,0.0,3.7750534444823396e-11,0.0,1.4099907286630787e-18,none,none
53 0606,34.02,-118.1783333,1951.0,HWB3,concrete,CB14,0.22944542152933,18666505.6578,1.3885896976391758e-17,1.0,1.0,0.0,2.4795938633747202e-23,0.0,1.9492662757621277e-28,0.0,5.26138685078211e-33,0.0,9.910720421956189e-43,none,none
53 0607,34.01833333,-118.175,1951.0,HWB5,concrete,CB14,0.217736817670768,6049543.5,1.3618968723373102,1.0,0.9999924974075535,0.0,7.501670383395912e-06,0.0,9.218801000493736e-10,0.0,1.8303892329148082e-13,0.0,1.3121416683777398e-21,none,none
53 0609,34.08,-118.2916667,1949.0,HWB15,concrete,CB14,0.326459476959571,21864113.271,1.7384032395033742e-08,1.0,0.9999999999999968,0.0,0.0,0.0,0.0,0.0,3.1803767637446983e-15,0.0,1.3461744738058503e-22,none,none
53 0611,34.08,-118.2866667,1949.0,HWB5,concrete,CB14,0.316787113959928,1351350.0,287.654025246825,1.0,0.9929341412830792,0.0,0.007048208021836267,0.0,1.7616017001828834e-05,0.0,3.467806811072649e-08,0.0,1.458002333336933e-14,none,none
53 0612,34.08,-118.2866667,1949.0,HWB5,concrete,CB14,0.321879335553467,10503205.713,2784.247195912705,1.0,0.9912056299653321,0.0,0.00876946592905624,0.0,2.4850216869208888e-05,0.0,5.388871549260382e-08,0.0,2.6918485174620444e-14,none,none
53 0613,34.07833333,-118.2833333,1948.0,HWB28,concrete,CB14,0.316105467359906,17367550.2,3.197770961818365e-11,1.0,0.9999999999999999,0.0,6.13668904867943e-17,0.0,2.829754667757404e-21,0.0,3.250348771986591e-25,0.0,9.782440595649936e-34,none,none
53 0614,34.07666667,-118.2766667,1947.0,HWB5,concrete,CB14,0.306962240616545,3352023.675,454.8382179854607,1.0,0.995491697347529,0.0,0.004499520026676848,0.0,8.768371471249314e-06,0.0,1.4254318682920352e-08,0.0,4.2625379760675075e-15,none,none
53 0615,34.075,-118.2733333,1949.0,HWB5,concrete,CB14,0.302409619992913,7608325.725000001,827.329649221352,1.0,0.9963858099158575,0.0,0.003607934843882073,0.0,6.245968550836641e-06,0.0,9.271707263775683e-09,0.0,2.358577265916436e-15,none,none
53 0616,34.07333333,-118.27,1949.0,HWB5,concrete,CB14,0.294550067313726,3316573.26,241.1174072728843,1.0,0.997582323949449,0.0,0.0024142809950186295,0.0,3.3907677383654946e-06,0.0,4.287793190748856e-09,0.0,8.201295395668286e-16,none,none
53 0617,34.07333333,-118.2683333,1948.0,HWB1,concrete,CB14,0.294017923053283,9562260.708,0.03244033755481468,1.0,0.9999998871755816,0.0,1.1266830213407434e-07,0.0,1.5611550984546046e-10,0.0,7.62254381877642e-16,0.0,1.33417597310809e-20,none,none
53 0618,34.07166667,-118.2666667,1949.0,HWB5,concrete,CB14,0.294307024036194,3442519.08,247.07161803055084,1.0,0.9976132203524809,0.0,0.0023834499056049735,0.0,3.325557675324316e-06,0.0,4.184238043587799e-09,0.0,7.931978708967707e-16,none,none
53 0619,34.07166667,-118.2616667,1950.0,HWB5,concrete,CB14,0.289145158851631,14798255.472,802.8667603745128,1.0,0.9981951874464418,0.0,0.0018026254916974262,0.0,2.184594175683439e-06,0.0,2.4676847399740682e-09,0.0,3.861800243108042e-16,none,none
53 0620,34.06833333,-118.255,1949.0,HWB5,concrete,CB14,0.285559798791339,2836753.919999999,125.80186339651561,1.0,0.9985244701499102,0.0,0.0014739111373178924,0.0,1.6170200409767147e-06,0.0,1.6927307065720112e-09,0.0,2.3139360372934145e-16,none,none
53 0621,34.065,-118.25,1949.0,HWB3,concrete,CB14,0.280500155325333,3627158.535,3.7061553787407685e-14,1.0,1.0,0.0,3.4057141971949907e-19,0.0,8.123920458622023e-24,0.0,5.439341989180777e-28,0.0,5.82704126772315e-37,none,none
53 0622,34.06333333,-118.2466667,1949.0,HWB10,concrete,CB14,0.304219263302599,16470163.71,4.970760816454867e-07,1.0,0.999999999998994,0.0,1.0060130654204444e-12,0.0,6.46418318900188e-20,0.0,3.9714422536186435e-24,0.0,1.72689076566991e-31,none,none
53 0623,34.06166667,-118.2466667,1949.0,HWB7,concrete,CB14,0.302682432659548,1351350.0,1.5969283764053463e-05,1.0,0.9999999996060907,0.0,3.9390936756716155e-10,0.0,9.695821889084575e-18,0.0,3.0694179493429802e-24,0.0,6.874578694606522e-35,none,none
53 0624,34.06,-118.245,1948.0,HWB5,concrete,CB14,0.315692547940239,5429183.76,1101.1054739623032,1.0,0.9932670449793594,0.0,0.006716588251705748,0.0,1.633528065817127e-05,0.0,3.1488264001333735e-08,0.0,1.2752678010539008e-14,none,none
53 0625,34.05833333,-118.2433333,1951.0,HWB15,concrete,CB14,0.315061179216308,13878195.58125,2.6590289885206002e-09,1.0,0.9999999999999992,0.0,0.0,0.0,0.0,0.0,7.663903138676649e-16,0.0,2.317756953775599e-23,none,none
53 0626,34.05833333,-118.2416667,1950.0,HWB5,concrete,CB14,0.31358883596906,4497292.8,830.1025110714778,1.0,0.9938710950351729,0.0,0.006114771385190042,0.0,1.4107467672875902e-05,0.0,2.6111954358018994e-08,0.0,9.837740526737103e-15,none,none
53 0627,34.05666667,-118.24,1949.0,HWB28,concrete,CB14,0.310051075637005,5358102.75,4.359667577751394e-12,1.0,1.0,0.0,2.7118962281665444e-17,0.0,1.1240636987722853e-21,0.0,1.1831920126348682e-25,0.0,3.012979375758708e-34,none,none
53 0628,34.05666667,-118.2383333,1950.0,HWB7,concrete,CB14,0.31007888876437,5481526.05,0.00013763550187195357,1.0,0.9999999991630342,0.0,8.369657687679807e-10,0.0,2.7223578603785036e-17,0.0,1.0422430216031446e-23,0.0,3.0295475512109545e-34,none,none
53 0629,34.055,-118.2383333,1950.0,HWB10,concrete,CB14,0.305782470190065,5358102.75,1.942674520242588e-07,1.0,0.9999999999987914,0.0,1.2085584894842389e-12,0.0,8.173629737134482e-20,0.0,5.1511193450706356e-24,0.0,2.329896011494037e-31,none,none
53 0630,33.89166667,-118.035,1955.0,HWB5,steel,CB14,0.160013382329525,14131517.4,0.0009307144607604035,1.0,0.9999999978046726,0.0,2.19530580810174e-09,0.0,2.1575654100211596e-14,0.0,6.387347137807281e-19,0.0,1.5846560522878922e-28,none,none
53 0631,33.885,-118.0283333,1955.0,HWB3,concrete,CB14,0.16759309708116,1351350.0,4.598647853443729e-26,1.0,1.0,0.0,1.1343300934792706e-30,0.0,1.566732309518743e-36,0.0,1.0195441298931283e-41,0.0,1.2640956693517266e-52,none,none
53 0634,33.90166667,-118.0616667,1954.0,HWB5,concrete,CB14,0.1934949333686,1351350.0,0.017652791998169264,1.0,0.9999995645980375,0.0,4.353815637045701e-07,0.0,2.0396770230434762e-11,0.0,1.9558754245831345e-15,0.0,3.869398741206664e-24,none,none
53 0635,33.99666667,-118.1433333,1953.0,HWB3,concrete,CB14,0.197979951731361,14970033.6786,5.403416735385995e-21,1.0,1.0,0.0,1.203151746498024e-26,0.0,4.181984308401602e-32,0.0,5.7894161865528995e-37,0.0,3.0407213351505405e-47,none,none
53 0637,33.98833333,-118.1366667,1952.0,HWB3,concrete,CB14,0.199750372436551,8433324.9,4.899049927372031e-21,1.0,1.0,0.0,1.9363664512698673e-26,0.0,7.070538365525664e-32,0.0,1.0190925994989074e-36,0.0,5.781532426282501e-47,none,none
53 0638,33.975,-118.1233333,1953.0,HWB5,concrete,CB14,0.224403670897225,29925395.75025,13.21505755894955,1.0,0.9999852838531539,0.0,1.4713834963894308e-05,0.0,2.311329683452357e-09,0.0,5.525151162709099e-13,0.0,5.501656060266147e-21,none,none
53 0639,33.97166667,-118.1233333,1953.0,HWB1,steel,CB14,0.22632717273879,46893922.70062499,6.238396517750072e-05,1.0,0.9999999999556805,0.0,4.4304811873475556e-11,0.0,1.470669868728718e-14,0.0,8.220316158630854e-21,0.0,2.8306953749405274e-26,none,none
53 0640,33.95666667,-118.1116667,1953.0,HWB5,concrete,CB14,0.214508647505444,14140789.91325,2.2619016838009647,1.0,0.9999946691066183,0.0,5.33031331449059e-06,0.0,5.799622384231542e-10,0.0,1.0503145696144175e-13,0.0,6.398107650075937e-22,none,none
53 0647,34.07,-118.1483333,1952.0,HWB28,other,CB14,0.207565202215105,1426425.0,6.302083960483416e-21,1.0,1.0,0.0,1.4726812534092064e-25,0.0,6.649993346610259e-31,0.0,1.1403780058053827e-35,0.0,9.020285692804441e-46,none,none
53 0648,34.07166667,-118.1316667,1953.0,HWB28,other,CB14,0.202121456519458,1426425.0,1.552318519052801e-21,1.0,1.0,0.0,3.627489196136127e-26,0.0,1.413963809247566e-31,0.0,2.1498383633866703e-36,0.0,1.3508911919578419e-46,none,none
53 0649,34.07166667,-118.12,1953.0,HWB28,other,CB14,0.196151031093901,1426425.0,3.128528572711245e-22,1.0,1.0,0.0,7.310820234461834e-27,0.0,2.413874367430831e-32,0.0,3.204156095738845e-37,0.0,1.5529031014343405e-47,none,none
53 0650,34.07166667,-118.115,1953.0,HWB3,steel,CB14,0.196352616723728,6158076.924999999,1.4273400809190826e-21,1.0,1.0,0.0,7.726045315978501e-27,0.0,2.5655203666642113e-32,0.0,3.421328259486721e-37,0.0,1.672974687061877e-47,none,none
53 0651,34.07166667,-118.1066667,1953.0,HWB3,concrete,CB14,0.212432186094554,1351350.0,1.997411445386916e-20,1.0,1.0,0.0,4.926885709353288e-25,0.0,2.529207751967399e-30,0.0,4.8170543469082e-35,0.0,4.6571006213424394e-45,none,none
53 0652,34.07166667,-118.0983333,1953.0,HWB7,concrete,CB14,0.2309935951545,1351350.0,1.3051648619496103e-09,1.0,0.9999999999999678,0.0,3.219409869641384e-14,0.0,3.466574869217456e-23,0.0,1.302497285589586e-30,0.0,1.5713249589261122e-42,none,none
53 0653,34.07166667,-118.095,1953.0,HWB3,concrete,CB14,0.23335020103982,1351350.0,2.3255017680489638e-18,1.0,1.0,0.0,5.736111410503312e-23,0.0,4.950309100292875e-28,0.0,1.442186562857375e-32,0.0,3.143851004049124e-42,none,none
53 0654,34.07166667,-118.09,1953.0,HWB3,concrete,CB14,0.235383560778324,1351350.0,3.569363285518758e-18,1.0,1.0,0.0,8.804225649404571e-23,0.0,7.9714694602149355e-28,0.0,2.4153204936299422e-32,0.0,5.6758051522530787e-42,none,none
53 0655,34.07166667,-118.08,1953.0,HWB3,concrete,CB14,0.231365434914719,1351350.0,1.522398944430148e-18,1.0,1.0,0.0,3.755172044571043e-23,0.0,3.091239656082083e-28,0.0,8.66437394507385e-33,0.0,1.7541565935267075e-42,none,none
53 0656,34.07166667,-118.055,1972.0,HWB5,concrete,CB14,0.229590410223334,1351350.0,0.9799549227173509,1.0,0.9999758353798739,0.0,2.4160049116745694e-05,0.0,4.569752178673194e-09,0.0,1.2572061077101136e-12,0.0,1.6055956910155195e-20,none,none
53 0657,34.07166667,-118.0483333,1956.0,HWB3,concrete,CB14,0.221642495286325,35853027.21,4.673651527708423e-18,1.0,1.0,0.0,4.345119482989295e-24,0.0,2.820899992942875e-29,0.0,6.510546729116993e-34,0.0,9.089587101148042e-44,none,none
53 0658,34.07,-118.0416667,1956.0,HWB3,concrete,CB14,0.220475935150782,4638328.695,4.623772577332423e-19,1.0,1.0,0.0,3.3228167097335e-24,0.0,2.0951502133283935e-29,0.0,4.721417406784791e-34,0.0,6.297347621255861e-44,none,none
53 0659,34.06833333,-118.035,1956.0,HWB5,concrete,CB14,0.217650004912042,5883777.9,1.3126397180983012,1.0,0.9999925650287049,0.0,7.4340605064230305e-06,0.0,9.106082882452421e-10,0.0,1.8035752158165333e-13,0.0,1.2873127601858683e-21,none,none
53 0660,34.06833333,-118.025,1956.0,HWB28,steel,CB14,0.213502712546531,14566652.1,2.7928220535286383e-19,1.0,1.0,0.0,6.390813580044814e-25,0.0,3.373239168006775e-30,0.0,6.572439131492695e-35,0.0,6.636872870704098e-45,none,none
53 0661,34.06833333,-118.0283333,1956.0,HWB28,steel,CB14,0.212870090851068,12741158.43,2.095206352936338e-19,1.0,1.0,0.0,5.481388924351976e-25,0.0,2.846105520125303e-30,0.0,5.471375576616002e-35,0.0,5.384860464261979e-45,none,none
53 0662,34.06666667,-118.015,1956.0,HWB3,concrete,CB14,0.208866902750872,3519996.48,2.1568137284233436e-20,1.0,1.0,0.0,2.042413824359333e-25,0.0,9.547313086730166e-31,0.0,1.6842283340813533e-35,0.0,1.4063193631271312e-45,none,none
53 0672,34.08166667,-118.295,1950.0,HWB1,steel,CB14,0.328428943078434,1726725.0,0.09815688557760813,1.0,0.9999981130717313,0.0,1.8821714935385662e-06,0.0,4.756717361881408e-09,0.0,5.788017686224339e-14,0.0,2.011922432228235e-18,none,none
53 0673,34.08333333,-118.2966667,1950.0,HWB5,concrete,CB14,0.32665185339578,1351350.0,436.4213861000861,1.0,0.989292109253115,0.0,0.010673855933912735,0.0,3.3954309585865726e-05,0.0,8.050333927274728e-08,0.0,4.714292797145438e-14,none,none
53 0674,34.085,-118.3,1950.0,HWB5,concrete,CB14,0.335344036143883,13034412.1908,5916.348581594632,1.0,0.9849686286065004,0.0,0.014972702828885218,0.0,5.850594007792218e-05,0.0,1.6262441003360976e-07,0.0,1.264485448231161e-13,none,none
53 0675,34.09166667,-118.3133333,1950.0,HWB5,concrete,CB14,0.356748380211433,5545602.5625,5288.072889814517,1.0,0.9685497410513485,0.0,0.03125189824013918,0.0,0.0001975627221277446,0.0,7.979851757282881e-07,0.0,1.208820634903209e-12,none,none
53 0676,34.09333333,-118.3083333,1950.0,HWB10,steel,CB14,0.361900275357286,12798026.39115,0.00013483917157270013,1.0,0.9999999996488024,0.0,3.511974863399866e-10,0.0,1.2751267877855584e-16,0.0,1.8536965911748876e-20,0.0,3.0609738629976546e-27,none,none
53 0677,34.09833333,-118.3133333,1951.0,HWB5,concrete,CB14,0.388265188480731,7555451.904000001,17444.454442525366,1.0,0.9245848288066013,0.0,0.07450773637568932,0.0,0.0009013781520666402,0.0,6.056642852776905e-06,0.0,2.2789962749775487e-11,none,none
53 0678,34.10166667,-118.3166667,1952.0,HWB5,concrete,CB14,0.398942500536704,8693281.847250002,25838.707790064513,1.0,0.9033641213675309,0.0,0.09521019094082853,0.0,0.0014145064466337585,0.0,1.118118873318944e-05,0.0,5.627366130300486e-11,none,none
53 0679,34.10333333,-118.32,1952.0,HWB3,concrete,CB14,0.41411644315878,11148637.5,7.036823925217295e-07,1.0,0.9999999999978968,0.0,2.1027978310814955e-12,0.0,4.283108475248995e-16,0.0,1.662252082258798e-19,0.0,5.148306432537248e-27,none,none
53 0680,34.105,-118.325,1953.0,HWB1,concrete,CB14,0.424791965871392,47243763.567,610.0145866352414,1.0,0.9995766638276014,0.0,0.00041909800610065917,0.0,4.237740895372796e-06,0.0,4.2533015078920094e-10,0.0,7.247125778934056e-14,none,none
53 0681,34.10833333,-118.33,1952.0,HWB3,concrete,CB14,0.441286393507922,12744111.5802,7.235403880109456e-06,1.0,0.9999999999810842,0.0,1.89102518106237e-11,0.0,5.457545816706575e-15,0.0,2.8191065584295103e-18,0.0,1.5099317224934217e-25,none,none
53 0682,34.05833333,-118.2516667,1950.0,HWB3,concrete,CB14,0.316871440353667,10238314.086,2.086608997200516e-11,1.0,0.9999999999999999,0.0,6.792618691015562e-17,0.0,3.1742787107792014e-21,0.0,3.6861330588518824e-25,0.0,1.1328447797110097e-33,none,none
53 0683,34.05833333,-118.2533333,1950.0,HWB3,concrete,CB14,0.309240002679206,8377379.010000001,6.098239679638412e-12,1.0,1.0,0.0,2.426206392347553e-17,0.0,9.912290809737216e-22,0.0,1.0311033116515294e-25,0.0,2.566919665810034e-34,none,none
53 0684,34.05666667,-118.2533333,1951.0,HWB5,concrete,CB14,0.317392827715822,8922153.24,1950.3682908951535,1.0,0.9927442605216941,0.0,0.007237339800386159,0.0,1.836310758461187e-05,0.0,3.657031948354408e-08,0.0,1.5696400045306547e-14,none,none
53 0685,34.05333333,-118.2566667,1953.0,HWB5,concrete,CB14,0.309203106784519,9591257.0754,1446.8973407957876,1.0,0.9949888042368414,0.0,0.005000855642546929,0.0,1.0322581097744812e-05,0.0,1.7539508264462366e-08,0.0,5.674345636938049e-15,none,none
53 0686,34.055,-118.2566667,1952.0,HWB7,concrete,CB14,0.314840376437123,1351350.0,5.4202368544758636e-05,1.0,0.999999998663007,0.0,1.3369929561665436e-09,0.0,5.184890396349995e-17,0.0,2.2379963366262303e-23,0.0,7.668726134175552e-34,none,none
53 0687,34.425,-118.5816667,1964.0,HWB7,concrete,CB14,0.742286551550143,1351350.0,1957.9395875610805,1.0,0.9517543132973699,0.0,0.04821559937833844,0.0,3.007687502239364e-05,0.0,1.0449265601752946e-08,0.0,3.598132622559684e-15,none,extensive
53 0688,34.43,-118.585,1964.0,HWB7,concrete,CB14,0.710650953382223,10597894.8075,9564.15984355138,0.0,0.9699375511308204,1.0,0.030050758835294854,0.0,1.1687129349172214e-05,0.0,2.9045349648692254e-09,0.0,6.284239005584752e-16,none,none
53 0695,34.095,-118.4766667,1962.0,HWB7,concrete,CB14,0.278868612908187,15770367.1125,1.298019377891237e-05,1.0,0.9999999999725642,0.0,2.7435830241742042e-11,0.0,2.619288656435969e-19,0.0,4.3480841034210064e-26,0.0,4.018590127318641e-37,none,none
53 0696,34.11,-118.3333333,1954.0,HWB3,concrete,CB14,0.431276015354339,6022696.680000001,1.5646846287063496e-06,1.0,0.9999999999913437,0.0,8.654052119107057e-12,0.0,2.2024078583325727e-15,0.0,1.0260902437778009e-18,0.0,4.50977433992776e-26,none,none
53 0701,34.01333333,-118.4166667,1959.0,HWB5,concrete,CB14,0.395283941483219,10127962.845,27673.52045427304,1.0,0.9110140537748103,0.0,0.08776069376713545,0.0,0.0012161548397962617,0.0,9.097576775217811e-06,0.0,4.148280410357683e-11,none,none
53 0703,34.02666667,-118.4283333,1959.0,HWB5,concrete,CB14,0.379170705786602,5524318.799999999,10106.86310706336,1.0,0.9400406646314902,0.0,0.059356375453180885,0.0,0.0005994658282305149,0.0,3.4940769040358814e-06,0.0,1.0194356612641013e-11,none,none
53 0704,34.035,-118.4366667,1959.0,HWB1,concrete,CB14,0.423766892128541,44589555.4104,551.1014692591834,1.0,0.9995946978260777,0.0,0.0004012962284810607,0.0,4.005551195318982e-06,0.0,3.94179806827458e-10,0.0,6.617122440874336e-14,none,moderate
53 0706,34.03833333,-118.4383333,1959.0,HWB3,concrete,CB14,0.423487712934908,8003978.482500001,1.1073951123113374e-06,1.0,0.9999999999953899,0.0,4.6090185394415674e-12,0.0,1.0614162853691166e-15,0.0,4.555776657684428e-19,0.0,1.7112492742453513e-26,none,none
53 0707,34.04333333,-118.2716667,1962.0,HWB1,steel,CB14,0.326233648304101,1726725.0,0.08344119485647035,1.0,0.9999983957211803,0.0,1.6003785886659642e-06,0.0,3.900186140551717e-09,0.0,4.49066852340949e-14,0.0,1.4974466053187873e-18,none,none
53 0708,34.04666667,-118.445,1959.0,HWB3,concrete,CB14,0.437563641443988,7961531.903325003,3.391931740497633e-06,1.0,0.9999999999858052,0.0,1.419089408816561e-11,0.0,3.9097225590254786e-15,0.0,1.9440664750019668e-18,0.0,9.679488817349532e-26,none,none
53 0710,34.055,-118.4516667,1957.0,HWB5,concrete,CB14,0.436494825127666,11245619.385,69894.55228581955,1.0,0.8026611562720382,0.0,0.19169277896602968,0.0,0.005570770937891979,0.0,7.529283295928633e-05,0.0,9.910809021892999e-10,none,none
53 0711,34.06,-118.455,1957.0,HWB3,concrete,CB14,0.42442591275735,2513781.27,3.7561369263575324e-07,1.0,0.9999999999950212,0.0,4.9776279455134855e-12,0.0,1.1603016811337513e-15,0.0,5.030051111044502e-19,0.0,1.9257852182747777e-26,none,none
53 0712,34.06666667,-118.4616667,1956.0,HWB7,concrete,CB14,0.437819041755075,3741888.15,0.9510999969005145,1.0,0.9999915274744571,0.0,8.472511063749047e-06,0.0,1.447904398282204e-11,0.0,8.32443797119307e-17,0.0,9.981081350539435e-26,none,none
53 0713,34.07166667,-118.4666667,1955.0,HWB7,concrete,CB14,0.434342945698441,12400257.87,2.630873702646435,1.0,0.9999929279243268,0.0,7.072064638241522e-06,0.0,1.1034888024356949e-11,0.0,5.960374294925423e-17,0.0,6.558874163803776e-26,none,none
53 0720,34.19666667,-118.605,1949.0,HWB3,concrete,CB14,0.59255491056738,2085313.23,0.008679690825608724,1.0,0.9999998615917395,0.0,1.3820861126938724e-07,0.0,1.9926285773926784e-10,0.0,3.8635881191505164e-13,0.0,2.611152785986407e-19,none,none
53 0722,34.095,-118.31,1951.0,HWB4,concrete,CB14,0.368539435195946,7498821.33,6.498106622596838e-09,1.0,0.9999999999999711,0.0,2.887674138111899e-14,0.0,3.0997579339812496e-18,0.0,7.114904075234202e-22,0.0,8.059260340192505e-30,none,none
53 0724,34.10333333,-118.3183333,1977.0,HWB28,steel,CB14,0.403330016947896,14023130.18106,3.452645117270089e-07,1.0,0.9999999999991795,0.0,8.203165401847802e-13,0.0,1.445541233975619e-16,0.0,4.981572676221558e-20,0.0,1.2288412125119008e-27,none,none
53 0726,33.80333333,-118.2066667,1947.0,HWB7,concrete,CB14,0.213784534004875,6325759.439999999,2.962125251059617e-10,1.0,0.9999999999999984,0.0,1.5608799099898076e-15,0.0,6.841679668145912e-25,0.0,1.3948598926751905e-32,0.0,7.282680236817957e-45,none,none
53 0727,33.82,-118.2066667,1949.0,HWB3,concrete,CB14,0.202556550247816,9069738.678000003,1.1062245722396039e-20,1.0,1.0,0.0,4.0655818020174703e-26,0.0,1.60370268228277e-31,0.0,2.462181161004255e-36,0.0,1.5762404339839992e-46,none,none
