structure_number,latitude,longitude,year_built,hwb_class,material,design_era,gmpe_model,sa1s_used,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 0604,34.02,-118.1916667,1948,HWB5,other,conventional,CY14,0.353880456102014,none,8036748.720000001,309.751941177816,CD,0.971299959496042,0.028529953311545387,0.00016943532964216633,6.518618651737942e-07,9.052660109877673e-13,none,6988.888426014656
53 0606,34.02,-118.1783333,1951,HWB3,other,conventional,CY14,0.314758622656771,none,18666505.6578,352.7415443442034,CD,1.0,5.128292994269461e-17,2.3097584617599458e-21,2.6024152871427644e-25,7.548670287703815e-34,none,2.8721643481717674e-11
53 0607,34.01833333,-118.175,1951,HWB5,other,conventional,CY14,0.303268211355462,none,6049543.5,374.4774475097605,C,0.9962295139547689,0.0037638120396071614,6.663941361090157e-06,1.0064260181744883e-08,2.6399772157450496e-15,none,686.3206650953583
53 0609,34.08,-118.2916667,1949,HWB15,other,conventional,CY14,0.453280009146034,none,21864113.271,387.6277944566887,C,0.9999999996259338,0.0,0.0,3.7406583588593395e-10,3.499968400558743e-16,none,0.0020446621040258947
53 0611,34.08,-118.2866667,1949,HWB5,other,conventional,CY14,0.442547537367883,none,1351350.0,391.3624970744406,C,0.7829832616845707,0.21015975171017906,0.006757863742408693,9.912135190214198e-05,1.5109393981344308e-09,none,9284.049499202029
53 0612,34.08,-118.2866667,1949,HWB5,other,conventional,CY14,0.441069593028709,none,10503205.713,391.3624970744406,C,0.7878647307294866,0.2055918146337648,0.006450697713036994,9.275555929945235e-05,1.3644120948980589e-09,none,70445.0060768019
53 0613,34.07833333,-118.2833333,1948,HWB28,other,conventional,CY14,0.432373327996639,none,17367550.2,394.3141983702407,C,0.999999999990555,9.442578787871357e-12,2.4367965841736223e-15,1.148343983488764e-18,5.1588460091119934e-26,none,4.923224514415894e-06
53 0614,34.07666667,-118.2766667,1947,HWB5,other,conventional,CY14,0.420679086324633,none,3352023.675,395.767975997314,C,0.8498280607594207,0.14688861718219068,0.0032480776172844053,3.524412820774191e-05,3.1289644292013025e-10,none,15671.770154066997
53 0615,34.075,-118.2733333,1949,HWB5,other,conventional,CY14,0.420372529935503,none,7608325.725000001,395.6990703742676,C,0.8506769494628257,0.14607571990788912,0.0032126220244839488,3.470829905235378e-05,3.057489586047714e-10,none,35363.184048054674
53 0616,34.07333333,-118.27,1949,HWB5,other,conventional,CY14,0.419423246367122,none,3316573.26,394.7831127929693,C,0.8532891450353038,0.14357289633003392,0.003104863190956818,3.309515912420265e-05,2.8458122706630166e-10,none,15136.342937456313
53 0617,34.07333333,-118.2683333,1948,HWB1,other,conventional,CY14,0.419785917986796,none,9562260.708,394.5995971598396,C,0.9996585344672454,0.00033825546991528505,3.209770339832758e-06,2.924531560330824e-10,4.6320300140754256e-14,none,99.49072211255063
53 0618,34.07166667,-118.2666667,1949,HWB5,other,conventional,CY14,0.406991813828078,none,3442519.08,393.5113824022496,C,0.8851403544306802,0.11289287923812413,0.0019494022203328716,1.7364002629607447e-05,1.0823327364636477e-10,none,12210.889420433075
53 0619,34.07166667,-118.2616667,1950,HWB5,other,conventional,CY14,0.411304507740123,none,14798255.472,393.5958466048397,C,0.8745938172328735,0.12308415735715225,0.002300205386005107,2.1819871724388108e-05,1.522446535515876e-10,none,57446.77257101475
53 0620,34.06833333,-118.255,1949,HWB5,other,conventional,CY14,0.402423673428941,none,2836753.919999999,389.3339379882815,C,0.8957173693398255,0.102640942073899,0.0016281322441682126,1.3556267226342718e-05,7.48810105984968e-11,none,9114.115846460303
53 0621,34.065,-118.25,1949,HWB3,other,conventional,CY14,0.402618370630856,none,3627158.535,376.2290466308594,C,0.9999999999992301,7.697701333452381e-13,1.3433810027839427e-16,4.592844461600698e-20,1.1158262060237116e-27,none,8.380137216893962e-08
53 0622,34.06333333,-118.2466667,1949,HWB10,other,conventional,CY14,0.427955849563808,none,16470163.71,338.601877811126,CD,0.9999999501558462,4.984405806740222e-08,9.570599201044693e-14,3.190327207988235e-17,1.9070381652860657e-23,none,0.024628320125057685
53 0623,34.06166667,-118.2466667,1949,HWB7,other,conventional,CY14,0.422625330627923,none,1351350.0,328.2610913982107,CD,0.999996238948416,3.761047289755722e-06,4.294179949294305e-12,1.872164087647209e-17,1.5346767875436002e-26,none,0.15247520189187266
53 0624,34.06,-118.245,1948,HWB5,other,conventional,CY14,0.434242631881761,none,5429183.76,313.2910607909844,CD,0.8097649471940338,0.18499227555336387,0.005174951046044197,6.782536167650614e-05,8.448816891597358e-10,none,32470.436234081797
53 0625,34.05833333,-118.2433333,1951,HWB15,other,conventional,CY14,0.43388193418668,none,13878195.58125,304.3306010563898,CD,0.9999999999080679,0.0,0.0,9.193210092157102e-11,5.70024898600252e-17,none,0.0003189637102878969
53 0626,34.05833333,-118.2416667,1950,HWB5,other,conventional,CY14,0.4426898058498,none,4497292.8,302.7062397639024,CD,0.7825108327832535,0.2106013673480721,0.00678804418367299,9.975415920171395e-05,1.5257996211854024e-09,none,30968.468947458976
53 0627,34.05666667,-118.24,1949,HWB28,other,conventional,CY14,0.431819455215591,none,5358102.75,303.8698510742291,CD,0.9999999999909612,9.03640422590782e-12,2.315646713770779e-15,1.0849770788823314e-18,4.820624556629105e-26,none,1.453533521185382e-06
53 0628,34.05666667,-118.2383333,1950,HWB7,other,conventional,CY14,0.426822568304862,none,5481526.05,305.6130707523782,CD,0.9999952651659535,4.734827994286632e-06,6.0521858406389815e-12,2.8510345449761156e-17,2.5995032671752026e-26,none,0.7786251438447604
53 0629,34.055,-118.2383333,1950,HWB10,other,conventional,CY14,0.428270198314615,none,5358102.75,304.9273445928819,CD,0.9999999491387994,5.086110222473055e-08,9.83720309448656e-14,3.291124142446125e-17,1.9783956793435676e-23,none,0.008175612562032317
53 0630,33.89166667,-118.035,1955,HWB5,other,conventional,CY14,0.219194064862391,none,14131517.4,312.0948791503941,CD,0.9999912755734246,8.723294479608242e-06,1.1318616648133173e-09,2.341517361391042e-13,1.8051121196590118e-21,none,3.6994820527719496
53 0631,33.885,-118.0283333,1955,HWB3,other,conventional,CY14,0.226410241431692,none,1351350.0,284.791863625241,CD,1.0,1.2728885720124519e-23,9.296050723567637e-29,2.3624233116712484e-33,3.965525171992102e-43,none,5.160454421093395e-19
53 0634,33.90166667,-118.0616667,1954,HWB5,other,conventional,CY14,0.261995641032407,none,1351350.0,255.6380887060221,D,0.9996672462513119,0.00033257067941087703,1.829561277967427e-07,1.1314940005375026e-10,6.0746705892556535e-18,none,13.50239887583916
53 0635,33.99666667,-118.1433333,1953,HWB3,other,conventional,CY14,0.278200474011337,none,14970033.6786,365.1707217675341,C,1.0,2.3505851069149747e-19,5.357956801553716e-24,3.4564007344009484e-28,3.4483353011314377e-37,none,1.0557143264186057e-13
53 0637,33.98833333,-118.1366667,1952,HWB3,other,conventional,CY14,0.273670614940016,none,8433324.9,352.7229500492759,CD,1.0,1.1165456470898337e-19,2.324560273924012e-24,1.3923388820988478e-28,1.205238828894358e-37,none,2.825014521808225e-14
53 0638,33.975,-118.1233333,1953,HWB5,other,conventional,CY14,0.309339358574637,none,29925395.75025,275.0648691735831,CD,0.9949567983110865,0.005032759239813995,1.042468860126838e-05,1.7760492429732163e-08,5.773287644971702e-15,none,4543.309266186058
53 0639,33.97166667,-118.1233333,1953,HWB1,other,conventional,CY14,0.309211750511534,none,46893922.70062499,273.9450909255866,CD,0.9999995780562202,4.2117631590758785e-07,7.674581807648434e-10,5.680437969901722e-15,1.3589465743471134e-19,none,0.5953974846143903
53 0640,33.95666667,-118.1116667,1953,HWB5,other,conventional,CY14,0.292510934258126,none,14140789.91325,276.2530273026621,CD,0.997831414481329,0.0021657039599295973,2.8780701050181946e-06,3.488635793720144e-09,6.188986579255268e-16,none,922.0111291518068
53 0647,34.07,-118.1483333,1952,HWB28,other,conventional,CY14,0.303835510499464,none,1426425.0,421.9748609812702,C,1.0,1.1418179645840761e-17,4.2327562113803913e-22,4.066083709922827e-26,8.69179861305562e-35,none,4.886636232136915e-13
53 0648,34.07166667,-118.1316667,1953,HWB28,other,conventional,CY14,0.29267078098725,none,1426425.0,422.2156487031923,C,1.0,2.2464300306018064e-18,6.77391526778451e-23,5.4948908283226576e-27,8.498620260529286e-36,none,9.613865063721656e-14
53 0649,34.07166667,-118.12,1953,HWB28,other,conventional,CY14,0.284363011371877,none,1426425.0,425.322354736314,C,1.0,6.282663274755789e-19,1.6161599515362945e-23,1.1510772857644433e-27,1.3879319835340447e-36,none,2.688708856032903e-14
53 0650,34.07166667,-118.115,1953,HWB3,other,conventional,CY14,0.283956501523877,none,6158076.924999999,415.6112145995376,C,1.0,5.894168012533272e-19,1.504299753424407e-23,1.0645042956617747e-27,1.2677661667687526e-36,none,1.0889763260386745e-13
53 0651,34.07166667,-118.1066667,1953,HWB3,other,conventional,CY14,0.303936604815775,none,1351350.0,370.3116685890515,C,1.0,1.1582542454013911e-17,4.301569947556068e-22,4.138400062184082e-26,8.871856866119059e-35,none,4.696085797504074e-13
53 0652,34.07166667,-118.0983333,1953,HWB7,other,conventional,CY14,0.330525780003245,none,1351350.0,315.8783200704931,CD,0.9999999942629114,5.737088247697475e-09,3.8974017056833717e-16,2.4662604930286296e-22,1.4283100606705037e-32,none,0.00023258446823989318
53 0653,34.07166667,-118.095,1953,HWB3,other,conventional,CY14,0.330977541211693,none,1351350.0,309.9948046874958,CD,0.9999999999999996,4.1209263070795762e-16,2.4480731275762847e-20,3.4603450628912435e-24,1.5493002428412013e-32,none,1.6709089027147063e-11
53 0654,34.07166667,-118.09,1953,HWB3,other,conventional,CY14,0.332735795436936,none,1351350.0,302.8783654785199,CD,0.9999999999999994,5.115091925870917e-16,3.128649938684434e-20,4.5293356097932e-24,2.1228847624826873e-32,none,2.074022227313215e-11
53 0655,34.07166667,-118.08,1953,HWB3,other,conventional,CY14,0.333686794748809,none,1351350.0,296.012432861333,CD,0.9999999999999994,5.74497857498191e-16,3.569593345606079e-20,5.234664786368471e-24,2.514705269714115e-32,none,2.3294291176345575e-11
53 0656,34.07166667,-118.055,1972,HWB5,other,conventional,CY14,0.32053815596327,none,1351350.0,289.5498925781256,CD,0.9916907470759606,0.008286482086712958,2.272279427457976e-05,4.80430288684655e-08,2.2939740767436056e-14,none,338.41087364758783
53 0657,34.07166667,-118.0483333,1956,HWB3,other,conventional,CY14,0.313442942576502,none,35853027.21,289.5468695203133,CD,1.0,4.298361452690681e-17,1.8917745509937572e-21,2.0915439838748514e-25,5.851152840736006e-34,none,4.6238208978780995e-11
53 0658,34.07,-118.0416667,1956,HWB3,other,conventional,CY14,0.310713665366675,none,4638328.695,290.2110861074723,CD,1.0,2.969064743718283e-17,1.2452273027502141e-21,1.323423296003149e-25,3.432824621009638e-34,none,4.13191167477462e-12
53 0659,34.06833333,-118.035,1956,HWB5,other,conventional,CY14,0.304910071263015,none,5883777.9,290.8514624023447,CD,0.9959150099342193,0.004077443485872309,7.534820474973598e-06,1.1759430128851467e-08,3.2702697291263076e-15,none,723.2871104235417
53 0660,34.06833333,-118.025,1956,HWB28,other,conventional,CY14,0.300932532972945,none,14566652.1,290.3801818847663,CD,1.0,7.550242394244572e-18,2.6545705868134325e-22,2.441848229053636e-26,4.8041324734106454e-35,none,3.2997620614025406e-12
53 0661,34.06833333,-118.0283333,1956,HWB28,other,conventional,CY14,0.299563611991989,none,12741158.43,290.6520248694341,CD,1.0,6.198749354804898e-18,2.125283828745041e-22,1.9151327488351317e-26,3.622264057656713e-35,none,2.3695941175491752e-12
53 0662,34.06666667,-118.015,1956,HWB3,other,conventional,CY14,0.296101820290894,none,3519996.48,289.5040344238291,CD,1.0,3.740451816051821e-18,1.2028007603980695e-22,1.0284339847215504e-26,1.7592299460393575e-35,none,3.9502519666911244e-13
53 0672,34.08166667,-118.295,1950,HWB1,other,conventional,CY14,0.459115902539661,none,1726725.0,389.0062207031257,C,0.9984036695683972,0.001572238927771794,2.4086951882907003e-05,4.550697177488496e-09,1.250876011403964e-12,none,84.77401784646837
53 0673,34.08333333,-118.2966667,1950,HWB5,other,conventional,CY14,0.459015744124011,none,1351350.0,390.3830485979013,C,0.7256219335377654,0.26313299063481566,0.01104391668752962,0.00020115461720382274,4.522685571778939e-09,none,11929.44243680694
53 0674,34.085,-118.3,1950,HWB5,other,conventional,CY14,0.465379710814859,none,13034412.1908,388.1137695312528,C,0.7022141549279218,0.2843418659431873,0.013183471430769799,0.0002605009190024153,6.779118653677426e-09,none,125782.93402330088
53 0675,34.09166667,-118.3133333,1950,HWB5,other,conventional,CY14,0.488194972574622,none,5545602.5625,380.7455324462881,C,0.6146553291144932,0.36114438910624036,0.023582210461174716,0.0006180446134927873,2.670459904339471e-08,none,71402.1083720084
53 0676,34.09333333,-118.3083333,1950,HWB10,other,conventional,CY14,0.495198006281878,none,12798026.39115,377.3565461718517,C,0.9999978631015137,2.136881115480621e-06,1.7358934340187227e-11,1.1895127581080392e-14,2.174424949949435e-20,none,0.8204536381869332
53 0677,34.09833333,-118.3133333,1951,HWB5,other,conventional,CY14,0.528396385297124,none,7555451.904000001,357.2620967746128,CD,0.45851085877158226,0.48422645248710267,0.05496959134582286,0.002292869339797546,2.2805569465875112e-07,slight,147314.7375285789
53 0678,34.10166667,-118.3166667,1952,HWB5,other,conventional,CY14,0.550078080311739,none,8693281.847250002,340.7693579097125,CD,0.3800865304670429,0.5356739851321022,0.08001622918691918,0.004222615243599281,6.399703365219206e-07,slight,204533.89809765734
53 0679,34.10333333,-118.32,1952,HWB3,other,conventional,CY14,0.557000653264197,none,11148637.5,338.7500646972721,CD,0.9999999745259699,2.544778348817295e-08,2.620808532781835e-11,3.851536751522299e-14,1.5300854533314198e-20,none,0.008534725502713121
53 0680,34.105,-118.325,1953,HWB1,other,conventional,CY14,0.584514026878703,none,47243763.567,330.0482421874966,CD,0.959172396312007,0.03868846347691296,0.0021363173546586605,2.8194568710242237e-06,3.399550378935581e-09,none,62941.33344482437
53 0681,34.10833333,-118.33,1952,HWB3,other,conventional,CY14,0.588118864025736,none,12744111.5802,326.0577392578125,CD,0.9999998867481305,1.1309504154951915e-07,1.5653450350795424e-10,2.934703467437849e-13,1.859491143479969e-19,none,0.04339940132162219
53 0682,34.05833333,-118.2516667,1950,HWB3,other,conventional,CY14,0.433650461871809,none,10238314.086,314.4362721083855,CD,0.999999999989551,1.0446258670591006e-11,2.7397543763980367e-15,1.308358722480301e-18,6.02901981372881e-26,none,3.2108097049067715e-06
53 0683,34.05833333,-118.2533333,1950,HWB3,other,conventional,CY14,0.435246863472925,none,8377379.010000001,318.0439891220366,CD,0.9999999999881531,1.184369015183437e-11,3.1694643936930342e-15,1.5387922218764872e-18,7.319017182994577e-26,none,2.9786998054884305e-06
53 0684,34.05666667,-118.2533333,1951,HWB5,other,conventional,CY14,0.433446786368056,none,8922153.24,314.4244791775636,CD,0.8122457780671375,0.18264817387276575,0.005040698042731815,6.534921909653554e-05,7.982684205119484e-10,none,52632.131377871694
53 0685,34.05333333,-118.2566667,1953,HWB5,other,conventional,CY14,0.436179207932683,none,9591257.0754,310.573070984789,CD,0.8036639929378218,0.19074794051260846,0.005513861550376033,7.420402994707246e-05,9.692467306668331e-10,none,59294.101888519464
53 0686,34.055,-118.2566667,1952,HWB7,other,conventional,CY14,0.432286044565346,none,1351350.0,315.4686660207846,CD,0.9999936539147154,6.346075904783464e-06,9.379809195213875e-12,4.8815053347243374e-17,5.1040557327069066e-26,none,0.25727410426677805
53 0687,34.425,-118.5816667,1964,HWB7,other,conventional,CY14,1.02430466854933,extensive,1351350.0,327.4177287897983,CD,0.5207105866583707,0.47113556124068756,0.008121398845331189,3.245291591455666e-05,3.396960202856703e-10,none,19989.02367787766
53 0688,34.43,-118.585,1964,HWB7,other,conventional,CY14,0.989384255977466,none,10597894.8075,321.8602111816401,CD,0.5891541199653316,0.4058394915775815,0.004991001089435789,1.5387255892888944e-05,1.1175816361098789e-10,none,133303.62489068488
53 0695,34.095,-118.4766667,1962,HWB7,other,conventional,CY14,0.382981467626944,none,15770367.1125,628.3901762608584,BC,0.9999996667008623,3.3329901456285215e-07,1.2318518317545084e-13,2.480423858176717e-19,7.035773432418543e-29,none,0.15768758995174273
53 0696,34.11,-118.3333333,1954,HWB3,other,conventional,CY14,0.585213229922145,none,6022696.680000001,344.3794574342876,CD,0.9999999008479302,9.901841239888387e-08,1.334126956877632e-10,2.4463608832669984e-13,1.4855457012624292e-19,none,0.017955384587493888
53 0701,34.01333333,-118.4166667,1959,HWB5,other,conventional,CY14,0.495265780296421,none,10127962.845,270.9653080925824,CD,0.5868988730934865,0.3845113702559924,0.02779686243301007,0.0007928543377878121,3.9879723177655934e-08,none,141359.45705631768
53 0703,34.02666667,-118.4283333,1959,HWB5,other,conventional,CY14,0.482582626310304,none,5524318.799999999,316.3891647641468,CD,0.636563020366764,0.34234233017685856,0.020590534698720613,0.0005040954843156449,1.927334111763236e-08,none,66532.44186634105
53 0704,34.035,-118.4366667,1959,HWB1,other,conventional,CY14,0.516589260649952,moderate,44589555.4104,280.5329221123304,CD,0.9908335582836202,0.008910579612221274,0.00025573657110758424,1.25461931838113e-07,7.111907467648235e-11,none,12833.219645475336
53 0706,34.03833333,-118.4383333,1959,HWB3,other,conventional,CY14,0.529372362464964,none,8003978.482500001,281.5875584049547,CD,0.9999999940913528,5.904033255242023e-09,4.608545427214645e-12,5.3914205922177225e-15,1.3832316005224507e-21,none,0.0014206343781371256
