structure_number,latitude,longitude,year_built,hwb_class,material,design_era,sa1s_shakemap,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 2364,34.27166667,-118.43,1976,HWB6,other,seismic,0.7417,none,1486485.0,345.5402282714842,CD,0.18725186294862373,0.7648973335782058,0.04287731427333363,0.004971426797288632,2.06240254822738e-06,slight,41059.72471887148
53 2365,34.155,-118.4416667,1959,HWB7,other,conventional,0.7164,none,0.0,303.4271192752028,CD,0.9670857862374379,0.032900241944388516,1.396812458747151e-05,3.693585246818726e-09,8.709168287599316e-16,none,0.0
53 2366,34.18333333,-118.2166667,1978,HWB4,other,seismic,0.069,none,16514121.624,822.3919071059624,B,1.0,3.7004560244962554e-57,3.707297596647626e-65,4.2982769234118684e-72,2.4147764116300575e-86,none,1.8332934745620688e-51
53 2369,34.27666667,-118.395,1980,HWB4,other,seismic,0.6076,none,0.0,393.7325939941368,C,0.9999997323637834,2.67193871994292e-07,4.4138722353356253e-10,9.574572188898267e-13,8.024169840525726e-19,none,0.0
53 2370,33.87666667,-118.1483333,1970,HWB5,other,conventional,0.1336,none,0.0,244.5424778329339,D,0.9999999999935962,6.403759645977973e-12,1.417630235319775e-17,1.3703153802246722e-22,4.717670796683602e-33,none,0.0
53 2371,33.87333333,-118.2233333,1974,HWB4,other,conventional,0.1159,none,9913863.96,270.4028686161149,CD,1.0,1.2020946613403553e-40,2.1470939239873118e-47,2.623297584111926e-53,1.3284943096419668e-65,none,3.5752225847574334e-35
53 2373,33.87166667,-118.2016667,1974,HWB3,other,conventional,0.134,none,19135521.405,239.2253772730239,D,1.0,1.51264047741387e-36,6.044262845762531e-43,1.4264760429211174e-48,2.5433138570610297e-60,none,8.683558522964684e-31
53 2387,33.91666667,-118.37,1989,HWB4,other,seismic,0.1567,none,1486485.0,309.7923583984375,CD,1.0,2.2203660470048125e-32,2.1130771362366956e-38,1.013981207396607e-43,7.02148072787539e-55,none,9.901647598982397e-28
53 2388,33.91666667,-118.37,1989,HWB6,other,seismic,0.1567,none,1486485.0,309.7923583984375,CD,0.9999999999971104,2.8895865662750625e-12,1.879448155797344e-21,2.0766310501973743e-25,1.7179243452459533e-35,none,1.2885981283266048e-07
53 2390,34.06833333,-118.4666667,1975,HWB6,other,seismic,0.3627,none,2106349.245,345.1087874322737,CD,0.9964142649768007,0.003585655988502122,7.865814978631043e-08,3.76547153936628e-10,1.3977495561658643e-16,none,226.5927663343362
53 2395,34.27666667,-118.5,1976,HWB6,other,seismic,1.202,moderate,18593284.71000001,323.0542785644581,CD,0.00047989595776631866,0.2267721852334671,0.33775667747538585,0.42076557224320466,0.014225669090176061,extensive,2849249.1152958064
53 2396,34.27666667,-118.4966667,1976,HWB6,other,seismic,1.202,extensive,11167225.994925,315.5120053551364,CD,0.00047989595776631866,0.2267721852334671,0.33775667747538585,0.42076557224320466,0.014225669090176061,extensive,1711274.219838931
53 2397,34.14833333,-118.0883333,1976,HWB4,other,seismic,0.1392,none,0.0,371.4753804715048,C,1.0,1.6509452571132121e-35,8.148044947216664e-42,2.2854315955381065e-47,5.668708054674046e-59,none,0.0
53 2398,34.14833333,-118.0816667,1976,HWB6,other,seismic,0.1392,none,1486485.0,378.0493656468264,C,0.999999999999962,3.799126177206198e-14,5.556112292519996e-24,3.5958613357999093e-28,9.032865014592714e-39,none,1.6942032233181662e-09
53 2413,33.90666667,-118.1816667,1990,HWB2,other,seismic,0.1309,none,1899397.5,253.7774815964233,D,1.0,1.1550370331728531e-29,1.5622837897100407e-40,1.4392577756270766e-46,3.70538038472944e-61,none,6.581623359885195e-25
53 2431,34.14666667,-118.155,1975,HWB4,other,seismic,0.1194,none,1486485.0,418.9276367187525,C,1.0,8.690023549749116e-40,1.8308171159472316e-46,2.560196315304001e-52,1.678308524634311e-64,none,3.8752790740999025e-35
53 2458,33.87666667,-118.25,1974,HWB5,other,conventional,0.1129,none,19840775.955,306.6566955566397,CD,0.9999999999999866,1.3438533441720348e-14,7.367452748421816e-21,2.50046157245817e-26,1.3599206176052516e-37,none,7.998939629630827e-09
53 2459,33.87666667,-118.2333333,1974,HWB5,other,conventional,0.1085,none,12437089.665,313.7901684955822,CD,0.9999999999999972,2.8301271698450482e-15,1.1153276126222256e-21,2.9556987100242445e-27,1.0394185620856301e-38,none,1.0559574709650185e-09
53 2464,34.26833333,-118.5166667,1980,HWB6,other,seismic,1.044,moderate,13361402.5545,360.1464273916999,C,0.004696371280259015,0.4780386849800392,0.32465466332081255,0.19071836754096969,0.001891912877919527,slight,1200990.1813981878
53 2465,34.27833333,-118.515,1980,HWB6,other,seismic,0.9713,moderate,9486681.204000002,331.3508996582201,CD,0.012658815535342871,0.6119495109438875,0.26589595983006675,0.10893181839934458,0.0005638952913582349,slight,639658.5674384091
53 2466,34.26833333,-118.5083333,1980,HWB6,other,seismic,1.113,none,11173412.25,362.8629229681162,C,0.001764721537569125,0.3564300716133568,0.3500689560172481,0.2867335866151169,0.005002664216709089,slight,1289238.356708178
53 2498,34.26666667,-118.58,1980,HWB6,other,seismic,0.6908,moderate,11023839.9271,299.1289123535156,CD,0.2971565244597897,0.6812311034366471,0.01993460711199275,0.001677413368630759,3.5162293971420165e-07,slight,247500.7129062409
53 2499,34.26666667,-118.5783333,1980,HWB6,other,seismic,0.6908,none,12542836.55625001,301.0381485355256,CD,0.2971565244597897,0.6812311034366471,0.01993460711199275,0.001677413368630759,3.5162293971420165e-07,slight,281604.32390775735
53 2500,34.26666667,-118.56,1980,HWB6,other,seismic,0.8027,none,10658648.00000001,333.2216979980469,CD,0.09970228410878745,0.7984117426870059,0.08734913470680328,0.01452405931271554,1.2779184687847048e-05,slight,368619.5038942274
53 2501,34.26666667,-118.56,1980,HWB6,other,seismic,0.8027,none,10931170.25,333.2216979980469,CD,0.09970228410878745,0.7984117426870059,0.08734913470680328,0.01452405931271554,1.2779184687847048e-05,slight,378044.4343915226
53 2502,34.26666667,-118.5483333,1980,HWB6,other,seismic,0.9428,none,24101606.16864,337.283852334603,CD,0.018416268792174617,0.6611594420119573,0.23634123896969583,0.08375276984360187,0.00033028038257042295,slight,1446350.7679077326
53 2505,34.06166667,-118.165,1974,HWB5,other,conventional,0.1668,none,1351350.0,424.835017089842,C,0.9999999924784055,7.521490371691946e-09,1.040891085092239e-13,3.985683389108223e-18,1.5574236095896181e-27,none,0.00030493623462543335
53 2507,34.06166667,-118.165,1974,HWB5,other,conventional,0.1668,none,1351350.0,424.835017089842,C,0.9999999924784055,7.521490371691946e-09,1.040891085092239e-13,3.985683389108223e-18,1.5574236095896181e-27,none,0.00030493623462543335
53 2508,34.14833333,-118.0866667,1976,HWB4,other,seismic,0.1392,none,7691073.39,373.6531656710731,C,1.0,1.6509452571132121e-35,8.148044947216664e-42,2.2854315955381065e-47,5.668708054674046e-59,none,3.8092673540199174e-30
53 2509,34.275,-118.545,1980,HWB6,other,seismic,0.9428,none,12182834.664,345.5695983886719,CD,0.018416268792174617,0.6611594420119573,0.23634123896969583,0.08375276984360187,0.00033028038257042295,slight,731098.6723572224
53 2510,34.27666667,-118.53,1980,HWB6,other,seismic,0.8672,none,20809035.9477,343.1098913574277,CD,0.0474900850702592,0.7642792980032718,0.1519867902858136,0.0361780062876299,6.582035302546832e-05,slight,919710.3646286821
53 2512,34.26833333,-118.5166667,1980,HWB6,other,seismic,1.044,none,9367543.560375003,360.1464273916999,C,0.004696371280259015,0.4780386849800392,0.32465466332081255,0.19071836754096969,0.001891912877919527,slight,842002.0124340309
53 2513,34.27833333,-118.5216667,1980,HWB6,other,seismic,0.9713,moderate,18914007.6125,333.8524307511841,CD,0.012658815535342871,0.6119495109438875,0.26589595983006675,0.10893181839934458,0.0005638952913582349,slight,1275315.0183680307
53 2536,34.07166667,-118.1016667,1972,HWB1,other,conventional,0.1484,none,1726725.0,331.6932347511299,CD,1.0,4.144687030560781e-18,1.3503326950269595e-22,2.2503336928068094e-30,5.582346862394424e-37,none,2.1472069461210594e-13
53 2537,34.14166667,-118.1533333,1975,HWB6,other,seismic,0.1194,none,14612098.0005,413.3832840480938,C,0.9999999999999999,8.309313930662392e-17,1.7514496982519043e-27,5.664294505523785e-32,3.0339989946702482e-43,none,3.642495284357521e-11
53 2538,34.06166667,-118.165,1974,HWB3,other,conventional,0.1668,none,1351350.0,424.835017089842,C,1.0,8.62502712446715e-31,1.1603795102217821e-36,7.390515714618908e-42,8.79417249356785e-53,none,3.4966416662750937e-26
53 2539,34.06333333,-118.1683333,1974,HWB3,other,conventional,0.1668,none,1351350.0,422.8945698538105,C,1.0,8.62502712446715e-31,1.1603795102217821e-36,7.390515714618908e-42,8.79417249356785e-53,none,3.4966416662750937e-26
53 2540,34.06166667,-118.1683333,1974,HWB1,other,conventional,0.1668,none,1726725.0,422.8677858484637,C,0.9999999999999994,5.684535018447552e-16,3.527496756552957e-20,1.5574228085052066e-27,8.010844114691871e-34,none,2.9451759003328426e-11
53 2541,34.06166667,-118.165,1974,HWB5,other,conventional,0.1668,none,1351350.0,424.835017089842,C,0.9999999924784055,7.521490371691946e-09,1.040891085092239e-13,3.985683389108223e-18,1.5574236095896181e-27,none,0.00030493623462543335
53 2542,34.06166667,-118.165,1974,HWB5,other,conventional,0.1668,none,1351350.0,424.835017089842,C,0.9999999924784055,7.521490371691946e-09,1.040891085092239e-13,3.985683389108223e-18,1.5574236095896181e-27,none,0.00030493623462543335
53 2543,34.06166667,-118.165,1974,HWB5,other,conventional,0.1668,none,1351350.0,424.835017089842,C,0.9999999924784055,7.521490371691946e-09,1.040891085092239e-13,3.985683389108223e-18,1.5574236095896181e-27,none,0.00030493623462543335
53 2547,33.87333333,-118.275,1974,HWB4,other,conventional,0.1171,none,14823393.585,295.2618408203163,CD,1.0,2.3902922860808673e-40,4.520559570571272e-47,5.787469790361752e-53,3.2048535870375413e-65,none,1.0629678362753982e-34
53 2548,33.87333333,-118.2783333,1985,HWB4,other,seismic,0.1171,none,14776762.0,291.5792653417543,CD,1.0,2.3902922860808673e-40,4.520559570571272e-47,5.787469790361752e-53,3.2048535870375413e-65,none,1.0596239410515878e-34
53 2549,33.87,-118.285,1985,HWB2,other,seismic,0.1171,none,1899397.5,278.7642553710932,CD,1.0,1.790412723215449e-32,7.883218297606997e-44,4.16438942413701e-50,3.2048535870375413e-65,none,1.0202116351450636e-27
53 2551,33.87333333,-118.28,1985,HWB4,other,seismic,0.1171,none,12935722.8,289.737922363284,CD,1.0,2.3902922860808673e-40,4.520559570571272e-47,5.787469790361752e-53,3.2048535870375413e-65,none,9.276052205271276e-35
53 2557,33.86333333,-118.285,1985,HWB6,other,seismic,0.1171,none,1486485.0,260.315881347664,D,1.0,3.667265356371563e-17,6.045349111935265e-28,1.790412723215449e-32,7.883222461996422e-44,none,1.635400483051692e-12
53 2558,33.86333333,-118.285,1985,HWB6,other,seismic,0.1171,none,1486485.0,260.315881347664,D,1.0,3.667265356371563e-17,6.045349111935265e-28,1.790412723215449e-32,7.883222461996422e-44,none,1.635400483051692e-12
53 2562,34.265,-118.335,1980,HWB6,other,seismic,0.3983,none,30584857.20290001,524.422236328106,C,0.986811914740601,0.013187185633389928,8.931373717574117e-07,6.488631215636857e-09,6.11158678456868e-15,none,12102.0806171309
53 2566,33.91333333,-118.1416667,1989,HWB4,other,seismic,0.1349,none,27587245.68600001,256.6316496342049,D,1.0,2.3087331910290102e-36,9.574317270454731e-43,2.3292459410914394e-48,4.401103505672723e-60,none,1.9107498059786103e-30
53 2567,33.91333333,-118.1366667,1988,HWB6,other,seismic,0.135,none,8596684.096000003,256.2849095381602,D,0.9999999999999883,1.1712081481963917e-14,1.163776517143475e-24,6.557951168851596e-29,1.2100937349115994e-39,none,3.020551939012171e-09
53 2570,33.91333333,-118.1333333,1989,HWB6,other,seismic,0.135,none,12334357.035,256.0537485895273,D,0.9999999999999883,1.1712081481963917e-14,1.163776517143475e-24,6.557951168851596e-29,1.2100937349115994e-39,none,4.333829839795203e-09
53 2572,33.91333333,-118.1283333,1989,HWB6,other,seismic,0.135,none,9070993.932,256.2083884821056,D,0.9999999999999883,1.1712081481963917e-14,1.163776517143475e-24,6.557951168851596e-29,1.2100937349115994e-39,none,3.1872066024642053e-09
53 2573,33.91333333,-118.125,1989,HWB6,other,seismic,0.1364,none,13162703.554,256.3114807128915,D,0.9999999999999826,1.7452172890301123e-14,1.9752248267931425e-24,1.166182436416036e-28,2.3874519937865032e-39,none,6.891533345925998e-09
53 2574,33.91333333,-118.12,1987,HWB6,other,seismic,0.1364,none,9213189.986000001,256.9944458007824,D,0.9999999999999826,1.7452172890301123e-14,1.9752248267931425e-24,1.166182436416036e-28,2.3874519937865032e-39,none,4.823705536662008e-09
53 2575,33.915,-118.1166667,1987,HWB6,other,seismic,0.1364,none,16170077.4235,258.1747016716944,D,0.9999999999999826,1.7452172890301123e-14,1.9752248267931425e-24,1.166182436416036e-28,2.3874519937865032e-39,none,8.466089607889941e-09
53 2576,33.915,-118.1,1987,HWB6,other,seismic,0.1401,none,22640058.441,257.6247161865241,D,0.9999999999999515,4.851880960979552e-14,7.69657411456505e-24,5.128343225952482e-28,1.3746075783842933e-38,none,3.295406056554866e-08
53 2594,33.91333333,-118.1016667,1992,HWB6,other,seismic,0.1401,none,27216466.7775,256.8737056727064,D,0.9999999999999515,4.851880960979552e-14,7.69657411456505e-24,5.128343225952482e-28,1.3746075783842933e-38,none,3.961531711162679e-08
53 2603,34.59166667,-118.1316667,1970,HWB5,other,conventional,0.1392,none,0.0,434.3195440008481,C,0.9999999999740687,2.593113017683999e-11,8.063375557697805e-17,1.0058080684681513e-21,5.42939099026667e-32,none,0.0
53 2604,34.59666667,-118.1366667,1970,HWB7,other,conventional,0.1392,none,0.0,430.7812191024624,C,1.0,5.5564718786370745e-24,1.650946070789027e-35,1.130965318214271e-44,5.668708054674046e-59,none,0.0
53 2608,34.365,-118.505,1971,HWB5,other,conventional,0.9465,none,0.0,344.239969482429,CD,0.0012688597494706633,0.08943290274509408,0.3774670104335228,0.5152160838955724,0.01661514317634008,extensive,0.0
53 2637,34.07166667,-118.045,1972,HWB28,other,conventional,0.1549,none,12016196.3922,289.9754589843756,CD,1.0,1.1164567397955688e-32,9.965934637046127e-39,4.538222491173916e-44,2.8430872808987047e-55,none,4.024678614980223e-27
53 2640,34.055,-118.2083333,1925,HWB7,other,conventional,0.2088,none,6023777.76,408.6879281900966,C,0.9999999999999994,6.027001373490012e-16,2.0085261983383055e-25,3.39868451594824e-33,1.3747098898285579e-45,none,1.0891595059614708e-10
53 2644,34.03333333,-118.2183333,1960,HWB1,other,conventional,0.1915,none,1726725.0,402.0572542218046,C,0.9999999999998765,1.233913788143182e-13,1.6370839313736897e-17,2.2820530370321238e-24,2.776288594568044e-30,none,6.394150793480853e-09
53 2646,34.07,-118.04,1975,HWB5,other,seismic,0.1448,none,1092070.98,290.4294909667967,CD,0.9999999999044202,9.557930345124542e-11,4.1179970456624667e-16,6.561492740317669e-21,5.455112160380508e-31,none,3.131417486583527e-06
53 2647,34.27333333,-118.5466667,1980,HWB6,other,seismic,0.9428,none,14582120.553,344.5482674377668,CD,0.018416268792174617,0.6611594420119573,0.23634123896969583,0.08375276984360187,0.00033028038257042295,slight,875081.1506909953
53 2649,34.01333333,-118.3383333,1979,HWB6,other,seismic,0.2808,none,1486485.0,291.0462425330792,CD,0.9999638279776174,3.61719878262731e-05,3.450374613222547e-11,5.2610119808261115e-14,1.517733775450013e-21,none,1.6130776424132536
53 2660,34.02833333,-118.01,1981,HWB6,other,seismic,0.122,none,15880253.03865,389.1263635253858,C,0.9999999999999998,2.0335015212703614e-16,5.627041555992954e-27,2.0060756686079987e-31,1.3349869569661796e-42,none,9.687755614390867e-11
53 2663,33.87333333,-118.2783333,1985,HWB4,other,seismic,0.1171,none,1486485.0,291.5792653417543,CD,1.0,2.3902922860808673e-40,4.520559570571272e-47,5.787469790361752e-53,3.2048535870375413e-65,none,1.0659406262441456e-35
53 2664,33.87333333,-118.2816667,1985,HWB4,other,seismic,0.1171,none,1486485.0,287.8965793848139,CD,1.0,2.3902922860808673e-40,4.520559570571272e-47,5.787469790361752e-53,3.2048535870375413e-65,none,1.0659406262441456e-35
53 2665,33.87333333,-118.2833333,1985,HWB2,other,seismic,0.1171,none,1899397.5,286.055346884722,CD,1.0,1.790412723215449e-32,7.883218297606997e-44,4.16438942413701e-50,3.2048535870375413e-65,none,1.0202116351450636e-27
53 2666,33.875,-118.2833333,1985,HWB6,other,seismic,0.1171,none,1486485.0,288.6126543109168,CD,1.0,3.667265356371563e-17,6.045349111935265e-28,1.790412723215449e-32,7.883222461996422e-44,none,1.635400483051692e-12
53 2667,33.87333333,-118.285,1985,HWB4,other,seismic,0.1171,none,1486485.0,283.7720166015686,CD,1.0,2.3902922860808673e-40,4.520559570571272e-47,5.787469790361752e-53,3.2048535870375413e-65,none,1.0659406262441456e-35
53 2668,33.87166667,-118.2833333,1985,HWB6,other,seismic,0.1171,none,1486485.0,283.4980394585273,CD,1.0,3.667265356371563e-17,6.045349111935265e-28,1.790412723215449e-32,7.883222461996422e-44,none,1.635400483051692e-12
53 2669,33.875,-118.2833333,1985,HWB6,other,seismic,0.1171,none,1486485.0,288.6126543109168,CD,1.0,3.667265356371563e-17,6.045349111935265e-28,1.790412723215449e-32,7.883222461996422e-44,none,1.635400483051692e-12
53 2670,33.85833333,-118.2833333,1985,HWB2,other,seismic,0.1094,none,1899397.5,231.6111944259596,D,1.0,2.963237425804103e-34,6.573691818223491e-46,2.4725760399129213e-52,9.102215875363108e-68,none,1.6885097275536134e-29
53 2671,33.85833333,-118.285,1985,HWB4,other,seismic,0.1094,none,1486485.0,240.1549621581886,D,1.0,2.4327048403139985e-42,3.154002220519039e-49,2.9655170928643897e-55,9.102215875363108e-68,none,1.0848541514375074e-37
53 2673,34.05333333,-118.2266667,1989,HWB2,other,seismic,0.2534,none,94371151.87500001,379.6332706416975,C,0.999999999999999,9.512197508340521e-16,9.81762705111443e-24,2.431960140928565e-28,7.98376114851703e-40,none,2.6930311812996e-09
53 2674,33.91666667,-118.0783333,1954,HWB5,other,conventional,0.1514,none,1351350.0,261.7158877323009,D,0.9999999996012413,3.987562120182146e-10,2.4827055915485238e-15,5.2158030528812133e-20,7.06334284543666e-30,none,1.616604463128146e-05
53 2683,33.93166667,-118.2966667,1987,HWB6,other,seismic,0.1399,none,1486485.0,332.5671285450437,CD,0.999999999999954,4.596228656715428e-14,7.16084711313098e-24,4.740678650987784e-28,1.2525524342181062e-38,none,2.0496674872850255e-09
53 2686,33.925,-118.37,1989,HWB6,other,seismic,0.1567,none,1486485.0,312.1697021484375,CD,0.9999999999971104,2.8895865662750625e-12,1.879448155797344e-21,2.0766310501973743e-25,1.7179243452459533e-35,none,1.2885981283266048e-07
